deltaTime(s)	Time(s)	Roll(rad)	Pitch(rad)	Yaw(rad)	RollSpeed(rad/s)	PitchSpeed(rad/s)	YawSpeed(rad/s)	Motor1(PWM)	Motor2(PWM)	Motor3(PWM)	Motor4(PWM)	
0.26371765 	7.78089929	-0.01217522	0.02503878	1.75353444	-0.00049295	-0.00012415	0.00007090	900	900	900	900
0.23105717 	8.01195645	-0.01213194	0.02503929	1.75344205	0.00098186	-0.00033771	0.00161904	900	900	900	900
0.24355483 	8.25551128	-0.01220226	0.02510339	1.75329018	-0.00030055	0.00087727	-0.00273636	900	900	900	900
0.27191281 	8.52742410	-0.01225773	0.02506907	1.75321198	-0.00002775	-0.00102789	0.00292230	900	900	900	900
0.23531532 	8.76273942	-0.01229180	0.02508271	1.75301766	-0.00037014	-0.00162619	-0.00041244	900	900	900	900
0.27355838 	9.03629780	-0.01238353	0.02503295	1.75305164	-0.00114096	-0.00089018	0.00034753	900	900	900	900
0.24577713 	9.28207493	-0.01238780	0.02501694	1.75289929	-0.00019992	-0.00037077	0.00260506	900	900	900	900
0.22503996 	9.50711489	-0.01234020	0.02501227	1.75275755	0.00083216	0.00083907	-0.00161098	900	900	900	900
0.29550982 	9.80262470	-0.01232627	0.02504230	1.75267017	0.00151374	0.00255489	-0.00127920	900	900	900	900
0.21287775 	10.01550245	-0.01232911	0.02501020	1.75260389	-0.00093688	-0.00151476	0.00255886	900	900	900	900
0.25146079 	10.26696324	-0.01235576	0.02502764	1.75246465	-0.00115329	-0.00028725	-0.00126457	900	900	900	900
0.27070904 	10.53767228	-0.01233207	0.02504492	1.75243723	-0.00032176	0.00038712	0.00048510	900	900	900	900
0.23443174 	10.77210402	-0.01227450	0.02505707	1.75226927	0.00022313	-0.00070376	0.00011693	900	900	900	900
0.25374675 	11.02585077	-0.01229770	0.02507124	1.75219953	-0.00085914	-0.00068862	-0.00238803	900	900	900	900
0.26642060 	11.29227138	-0.01226997	0.02504621	1.75210774	-0.00005824	0.00042154	0.00053915	900	900	900	900
0.22105122 	11.51332259	-0.01221031	0.02507318	1.75190783	0.00024533	-0.00029282	-0.00102148	900	900	900	900
0.33120704 	11.84452963	-0.01220018	0.02507558	1.75178564	0.00034657	0.00137310	-0.00354025	900	900	900	900
0.24489737 	12.08942699	-0.01218572	0.02501267	1.75176156	0.00022174	0.00066662	0.00162932	900	900	900	900
0.22977781 	12.31920481	-0.01211054	0.02501939	1.75158846	0.00077783	-0.00091733	-0.00092610	900	900	900	900
0.22479677 	12.54400158	-0.01215739	0.02502138	1.75150442	-0.00014688	0.00003554	-0.00126507	900	900	900	900
0.25462413 	12.79862571	-0.01220723	0.02497640	1.75147915	-0.00056989	0.00028622	0.00124218	900	900	900	900
0.25999379 	13.05861950	-0.01216538	0.02495436	1.75129616	-0.00031143	0.00036603	0.00084167	900	900	900	900
0.25019813 	13.30881763	-0.01211832	0.02496072	1.75114000	-0.00001132	-0.00062812	-0.00058853	900	900	900	900
0.26918340 	13.57800102	-0.01214228	0.02494144	1.75104594	0.00013066	-0.00096762	-0.00172766	900	900	900	900
0.26590300 	13.84390402	-0.01209188	0.02492032	1.75092137	0.00008717	-0.00159854	-0.00071143	900	900	900	900
0.15821767 	14.00212169	-0.01204041	0.02491853	1.75088918	0.00002590	-0.00000351	0.00070331	900	900	900	900
0.26439428 	14.26651597	-0.01205462	0.02490421	1.75071764	-0.00052457	-0.00062545	-0.00073547	900	900	900	900
0.23977160 	14.50628757	-0.01205653	0.02491384	1.75065041	0.00008158	0.00006236	0.00108491	900	900	900	900
0.27461195 	14.78089952	-0.01207155	0.02496355	1.75055265	-0.00077383	-0.00042894	-0.00177044	900	900	900	900
0.22782898 	15.00872850	-0.01207195	0.02494858	1.75051773	-0.00006649	-0.00129132	-0.00031449	900	900	900	900
0.25793290 	15.26666141	-0.01210869	0.02496495	1.75040436	-0.00072824	-0.00036265	0.00141148	900	900	900	900
0.26377273 	15.53043413	-0.01223150	0.02510677	1.75021327	-0.01297885	0.00830217	-0.00581999	900	900	900	900
0.23681045 	15.76724458	-0.01212213	0.02492228	1.75012779	-0.00008215	0.00379037	-0.00240443	900	900	900	900
0.27332187 	16.04056644	-0.01215566	0.02484143	1.75004661	0.00139832	-0.00204240	0.00217167	900	900	900	900
0.23393035 	16.27449679	-0.01221770	0.02483276	1.74990261	-0.00074858	-0.00105760	-0.00167675	900	900	900	900
0.23251319 	16.50700998	-0.01227084	0.02481292	1.74981403	-0.00016487	0.00072501	0.00190820	900	900	900	900
0.26904988 	16.77605987	-0.01222965	0.02483635	1.74962759	0.00081374	0.00000554	0.00026669	900	900	900	900
0.22598600 	17.00204587	-0.01224590	0.02486706	1.74956763	0.00002995	-0.00060020	0.00129371	900	900	900	900
0.26270366 	17.26474953	-0.01227134	0.02492038	1.74944317	-0.00004314	0.00102246	-0.00027089	900	900	900	900
0.33027220 	17.59502172	-0.01224267	0.02493142	1.74941993	-0.00014387	-0.00068226	0.00147410	900	900	900	900
0.18251872 	17.77754045	-0.01224061	0.02498640	1.74928451	0.00034390	-0.00039116	-0.00129228	900	900	900	900
0.28495193 	18.06249237	-0.01229525	0.02502549	1.74923790	-0.00053455	0.00065242	-0.00078648	900	900	900	900
0.25504184 	18.31753421	-0.01228634	0.02506538	1.74910855	0.00006069	0.00022983	0.00170770	900	900	900	900
0.23478913 	18.55232334	-0.01229938	0.02506286	1.74897969	-0.00013555	0.00083729	-0.00068516	900	900	900	900
0.27549291 	18.82781625	-0.01235988	0.02504466	1.74890256	-0.00017934	0.00020563	0.00044901	900	900	900	900
0.28644061 	19.11425686	-0.01235870	0.02508709	1.74881899	-0.00040600	0.00092203	-0.00009576	900	900	900	900
0.24538398 	19.35964084	-0.01237330	0.02512603	1.74880779	-0.00078561	-0.00130112	0.00213944	900	900	900	900
0.24491930 	19.60456014	-0.01236014	0.02516256	1.74868715	0.00017026	-0.00123069	-0.00007176	900	900	900	900
0.23541903 	19.83997917	-0.01237638	0.02513121	1.74865246	0.00027750	0.00071488	0.00049599	900	900	900	900
0.24501562 	20.08499479	-0.01236025	0.02511994	1.74850893	0.00046001	-0.00083788	0.00091212	900	900	900	900
0.25008678 	20.33508158	-0.01236323	0.02512539	1.74844420	-0.00085440	-0.00063898	-0.00161687	900	900	900	900
0.24050903 	20.57559061	-0.01235798	0.02509777	1.74838161	0.00108346	-0.00050111	0.00051488	900	900	900	900
0.26079392 	20.83638453	-0.01238842	0.02505212	1.74835658	-0.00014368	0.00009134	-0.00073604	900	900	900	900
0.27074456 	21.10712910	-0.01240180	0.02508780	1.74832368	-0.00018332	0.00062987	0.00029536	900	900	900	900
0.22470236 	21.33183146	-0.01241539	0.02506122	1.74824607	0.00012266	0.00083369	0.00045935	900	900	900	900
0.27064395 	21.60247540	-0.01244911	0.02508355	1.74816895	0.00029516	0.00009674	0.00104489	900	900	900	900
0.30746746 	21.90994287	-0.01249184	0.02505958	1.74812996	-0.00054200	0.00022032	-0.00149581	900	900	900	900
0.20960331 	22.11954618	-0.01249570	0.02507988	1.74804628	-0.00019379	0.00127461	-0.00205227	900	900	900	900
0.21950173 	22.33904791	-0.01247608	0.02508145	1.74796653	0.00053327	0.00027525	0.00037092	900	900	900	900
0.22474289 	22.56379080	-0.01252657	0.02508579	1.74791789	-0.00152385	0.00113076	0.00144533	900	900	900	900
0.25391626 	22.81770706	-0.01246354	0.02502830	1.74785209	0.00040076	-0.00175169	0.00229038	900	900	900	900
0.22403669 	23.04174376	-0.01243668	0.02501923	1.74771857	-0.00037461	0.00060367	-0.00200836	900	900	900	900
0.27021956 	23.31196332	-0.01247870	0.02497696	1.74763823	0.00033369	0.00131264	-0.00104295	900	900	900	900
0.26599097 	23.57795429	-0.01247747	0.02496332	1.74763036	0.00126785	0.00167827	0.00049550	900	900	900	900
0.22035551 	23.79830980	-0.01244683	0.02496351	1.74751520	0.00032541	0.00027734	-0.00063825	900	900	900	900
0.25539517 	24.05370498	-0.01241245	0.02491329	1.74747944	0.00064813	-0.00045205	-0.00064135	900	900	900	900
0.24464297 	24.29834795	-0.01243133	0.02488274	1.74731183	0.00040073	-0.00065400	-0.00054050	900	900	900	900
0.24984455 	24.54819250	-0.01240091	0.02487142	1.74724352	-0.00101552	-0.00096402	-0.00194898	900	900	900	900
0.29120517 	24.83939767	-0.01236497	0.02488225	1.74725282	0.00047436	0.00179274	0.00043175	900	900	900	900
0.21993399 	25.05933166	-0.01238088	0.02478499	1.74718928	-0.00055674	-0.00129196	0.00004152	900	900	900	900
0.25056934 	25.30990100	-0.01235408	0.02481337	1.74712563	0.00083703	-0.00066835	-0.00205285	900	900	900	900
0.30322266 	25.61312366	-0.01235257	0.02490535	1.74712980	0.00203767	0.00137977	0.00117222	900	900	900	900
0.26128340 	25.87440705	-0.01233732	0.02486175	1.74702537	-0.00123901	-0.00027140	-0.00121548	900	900	900	900
0.23991466 	26.11432171	-0.01230973	0.02486249	1.74695313	-0.00229722	-0.00433703	0.00758758	900	900	900	900
0.27027011 	26.38459182	-0.01235510	0.02485621	1.74692202	0.00046094	-0.00113816	0.00459634	900	900	900	900
0.24011183 	26.62470365	-0.01229576	0.02492813	1.74684632	0.00418750	-0.00251325	0.00081204	900	900	900	900
0.32217240 	26.94687605	-0.01242538	0.02505456	1.74678457	-0.00160382	0.00357554	-0.00165578	900	900	900	900
0.23027992 	27.17715597	-0.01240796	0.02494887	1.74687088	-0.00176120	-0.00109300	0.00621734	900	900	900	900
0.21952200 	27.39667797	-0.01244385	0.02498980	1.74662614	-0.00245187	-0.00095677	-0.00122080	900	900	900	900
0.21977687 	27.61645484	-0.01242104	0.02505920	1.74662805	0.00069748	0.00412530	-0.00249360	900	900	900	900
0.30724168 	27.92369652	-0.01236720	0.02495407	1.74658787	0.00135324	0.00053960	0.00154892	900	900	900	900
0.26019025 	28.18388677	-0.01233711	0.02496949	1.74657154	-0.00035905	-0.00209417	-0.00130443	900	900	900	900
0.21938133 	28.40326810	-0.01229492	0.02507792	1.74648631	0.00144619	-0.00133643	0.00464016	900	900	900	900
0.13195634 	28.53522444	-0.01223708	0.02511408	1.74638426	0.00093369	0.00483382	-0.00407707	900	900	900	900
0.24111891 	28.77634335	-0.01221015	0.02496829	1.74640501	0.00073365	0.00131087	-0.00140132	900	900	900	900
0.25421929 	29.03056264	-0.01220807	0.02500574	1.74627483	0.00006162	-0.00298392	-0.00042170	900	900	900	900
0.21588874 	29.24645138	-0.01213382	0.02499233	1.74624312	0.00126922	-0.00364585	0.00038260	900	900	900	900
0.34582734 	29.59227872	-0.01209419	0.02495037	1.74628699	0.00274510	-0.00239542	-0.00117171	900	900	900	900
0.26680684 	29.85908556	-0.01216730	0.02495334	1.74621367	-0.00063135	-0.00339779	0.00078855	900	900	900	900
0.23501825 	30.09410381	-0.01213468	0.02507023	1.74617863	-0.00020529	0.00013952	0.00062459	900	900	900	900
0.21991038 	30.31401420	-0.01216016	0.02507809	1.74612415	0.00151255	-0.00021794	-0.00234004	900	900	900	900
0.22970557 	30.54371977	-0.01208983	0.02500483	1.74613678	0.00838542	-0.00515202	0.00233004	900	900	900	900
0.29342103 	30.83714080	-0.01208117	0.02507465	1.74607170	0.00017620	0.00109083	-0.00500864	900	900	900	900
0.23995638 	31.07709718	-0.01205636	0.02501593	1.74610412	0.00052215	-0.00050717	0.00351623	900	900	900	900
0.24007678 	31.31717396	-0.01207951	0.02498018	1.74592352	-0.00105810	-0.00263718	-0.00088540	900	900	900	900
0.22952890 	31.54670286	-0.01214257	0.02497364	1.74596930	-0.00238193	-0.00028876	0.00097527	900	900	900	900
0.30164123 	31.84834409	-0.01219361	0.02497422	1.74593771	-0.00124307	0.00178136	0.00168912	900	900	900	900
0.21477866 	32.06312275	-0.01225559	0.02496633	1.74594831	0.00114172	0.00325524	0.00110995	900	900	900	900
0.24504614 	32.30816889	-0.01224586	0.02488460	1.74585855	-0.00034092	-0.00085294	0.00403528	900	900	900	900
0.24326921 	32.55143809	-0.01230248	0.02495259	1.74570286	-0.00008427	0.00176004	-0.00441827	900	900	900	900
0.29104376 	32.84248185	-0.01230902	0.02499464	1.74573362	-0.00076737	0.00047809	0.00056627	900	900	900	900
0.21970439 	33.06218624	-0.01231032	0.02493217	1.74566805	-0.00085011	-0.00100742	0.00071455	900	900	900	900
0.28505707 	33.34724331	-0.01227265	0.02496617	1.74560881	0.00042443	0.00076682	-0.00034550	900	900	900	900
0.26524067 	33.61248398	-0.01237028	0.02487485	1.74559689	0.00005713	-0.00087685	-0.00010119	900	900	900	900
0.26101875 	33.87350273	-0.01243225	0.02492996	1.74558115	-0.00102847	0.00007691	0.00145660	900	900	900	900
0.25006151 	34.12356424	-0.01251031	0.02500110	1.74547374	-0.00033314	-0.00098949	0.00199408	900	900	900	900
0.21965313 	34.34321737	-0.01252835	0.02498420	1.74542701	-0.00093238	0.00072892	-0.00137361	900	900	900	900
0.20951200 	34.55272937	-0.01255921	0.02497274	1.74539840	0.00029790	-0.00094135	0.00208012	900	900	900	900
0.28664160 	34.83937097	-0.01261941	0.02493467	1.74532425	0.00000158	-0.00092671	-0.00114058	900	900	900	900
0.21474123 	35.05411220	-0.01262563	0.02492359	1.74526966	0.00037910	-0.00090804	-0.00180567	900	900	900	900
0.25507593 	35.30918813	-0.01264519	0.02490792	1.74519074	-0.00007466	-0.00272200	-0.00120812	900	900	900	900
0.26327181 	35.57245994	-0.01269379	0.02485599	1.74519324	-0.00073222	0.00005009	0.00017081	900	900	900	900
0.34720278 	35.91966271	-0.01263739	0.02475321	1.74531364	-0.00048425	-0.00189818	0.00564224	900	900	900	900
0.21973658 	36.13939929	-0.01265681	0.02479777	1.74516785	0.00040056	-0.00458355	-0.00018655	900	900	900	900
0.26526833 	36.40466762	-0.01276814	0.02488464	1.74513698	0.00055502	0.00101482	-0.00214800	900	900	900	900
0.22968698 	36.63435459	-0.01276943	0.02487829	1.74514925	-0.00020188	0.00189525	0.00051745	900	900	900	900
0.29205418 	36.92640877	-0.01277665	0.02489083	1.74509251	-0.00033156	0.00171600	-0.00113927	900	900	900	900
0.22479510 	37.15120387	-0.01277377	0.02488637	1.74509346	-0.00027809	-0.00044621	0.00106676	900	900	900	900
0.22454405 	37.37574792	-0.01276354	0.02481255	1.74500847	-0.00068526	-0.00033891	-0.00065921	900	900	900	900
0.21471810 	37.59046602	-0.01271382	0.02477797	1.74499774	-0.00038244	-0.00052296	0.00040239	900	900	900	900
0.25092340 	37.84138942	-0.01266103	0.02474909	1.74496877	0.00036587	0.00001451	-0.00066134	900	900	900	900
0.28644919 	38.12783861	-0.01260562	0.02475145	1.74495065	-0.00049348	-0.00018354	-0.00104535	900	900	900	900
0.25036931 	38.37820792	-0.01256206	0.02473097	1.74490631	0.00007885	0.00066664	0.00041335	900	900	900	900
0.21472907 	38.59293699	-0.01258286	0.02470656	1.74482274	0.00031470	-0.00063282	0.00105987	900	900	900	900
0.25061131 	38.84354830	-0.01252879	0.02475579	1.74481976	0.00004784	0.00072081	0.00068358	900	900	900	900
0.26527238 	39.10882068	-0.01247935	0.02477000	1.74474967	-0.00027004	-0.00108000	0.00169330	900	900	900	900
0.22977948 	39.33860016	-0.01251079	0.02479223	1.74469459	-0.00039614	0.00012418	-0.00040566	900	900	900	900
0.38182306 	39.72042322	-0.01249074	0.02472267	1.74465072	0.00042653	-0.00046482	0.00007387	900	900	900	900
0.38396788 	40.10439110	-0.01244677	0.02475075	1.74456787	0.00013220	0.00035615	-0.00255690	900	900	900	900
0.48059750 	40.58498859	-0.01239723	0.02474738	1.74453211	0.00061269	0.00082033	-0.00044661	900	900	900	900
0.78253984 	41.36752844	-0.01236956	0.02470870	1.74451935	-0.00035071	-0.00052523	0.00178940	900	900	900	900
0.43184352 	41.79937196	-0.01234200	0.02467302	1.74447548	0.00044409	-0.00217836	0.00245767	900	900	900	900
0.32709503 	42.12646699	-0.01229767	0.02467849	1.74436986	-0.00074936	-0.00161262	-0.00131627	900	900	900	900
0.23085022 	42.35731721	-0.01224331	0.02469210	1.74429488	0.00097664	-0.00050577	-0.00043713	900	900	900	900
0.17392087 	42.53123808	-0.01227475	0.02474854	1.74413300	-0.00098015	0.00056571	-0.00155285	900	900	900	900
0.12701702 	42.65825510	-0.01223021	0.02481788	1.74399698	0.00075724	0.00038571	0.00008745	900	900	900	900
0.17846608 	42.83672118	-0.01223508	0.02484546	1.74379325	0.00062053	-0.00015163	-0.00054814	900	900	900	900
0.10159826 	42.93831944	-0.01221424	0.02482789	1.74375284	-0.00061326	-0.00114731	0.00092748	900	900	900	900
0.16764212 	43.10596156	-0.01218660	0.02484864	1.74369109	-0.00028655	-0.00019068	0.00069674	900	900	900	900
0.14227033 	43.24823189	-0.01215069	0.02485701	1.74365044	0.00007699	-0.00020839	0.00026101	900	900	900	900
0.13741302 	43.38564491	-0.01211956	0.02484534	1.74361217	0.00071346	-0.00012046	0.00004724	900	900	900	900
0.11182594 	43.49747086	-0.01211078	0.02484215	1.74354923	0.00015629	-0.00036033	0.00002310	900	900	900	900
0.14739490 	43.64486575	-0.01213370	0.02489300	1.74345458	-0.00020383	-0.00012463	-0.00010393	900	900	900	900
0.14763045 	43.79249620	-0.01210194	0.02489238	1.74339867	-0.00027789	0.00017062	-0.00064114	900	900	900	900
0.12734628 	43.91984248	-0.01207622	0.02489017	1.74334443	-0.00035262	0.00011993	-0.00007636	900	900	900	900
0.13309026 	44.05293274	-0.01210730	0.02485407	1.74334407	-0.00009021	-0.00066513	-0.00057050	900	900	900	900
0.24330068 	44.29623342	-0.01206059	0.02483953	1.74329221	-0.00024105	-0.00015163	-0.00001426	900	900	900	900
0.22315431 	44.51938772	-0.01207942	0.02483051	1.74324763	0.00065521	-0.00002135	-0.00000892	900	900	900	900
0.30633426 	44.82572198	-0.01212595	0.02480652	1.74320507	-0.00127195	-0.00115651	-0.00040814	900	900	900	900
0.19453049 	45.02025247	-0.01212142	0.02484131	1.74314392	0.00006877	-0.00040526	0.00003057	900	900	900	900
0.25909662 	45.27934909	-0.01214410	0.02484294	1.74310291	0.00010838	0.00036522	0.00041218	900	900	900	900
0.23029685 	45.50964594	-0.01216228	0.02484739	1.74310005	-0.00007988	0.00039128	0.00021982	900	900	900	900
0.29540849 	45.80505443	-0.01217997	0.02489647	1.74307632	-0.00006097	-0.00028530	0.00044307	900	900	900	900
0.19921494 	46.00426936	-0.01222611	0.02490025	1.74309576	-0.00000505	-0.00065696	0.00007261	900	900	900	900
0.26379776 	46.26806712	-0.01222670	0.02493665	1.74302900	-0.00077825	-0.00052879	-0.00018158	900	900	900	900
0.28714347 	46.55521059	-0.01222466	0.02495052	1.74291623	0.00031680	-0.00003900	0.00002624	900	900	900	900
0.26742244 	46.82263303	-0.01222910	0.02496770	1.74283898	0.00003819	-0.00034936	-0.00083266	900	900	900	900
0.23562598 	47.05825901	-0.01222126	0.02501943	1.74282467	-0.00060759	0.00050077	-0.00064586	900	900	900	900
0.23727155 	47.29553056	-0.01224619	0.02506107	1.74273896	-0.00035899	0.00108845	0.00034590	900	900	900	900
0.27859974 	47.57413030	-0.01226926	0.02501319	1.74272561	0.00005268	-0.00013671	-0.00027336	900	900	900	900
0.30200171 	47.87613201	-0.01228352	0.02504860	1.74263430	-0.00002072	-0.00048287	0.00035901	900	900	900	900
0.25012326 	48.12625527	-0.01231825	0.02505535	1.74259818	-0.00006031	-0.00045511	0.00016471	900	900	900	900
0.20965362 	48.33590889	-0.01230592	0.02502468	1.74253285	0.00031376	0.00048445	-0.00091117	900	900	900	900
0.21968555 	48.55559444	-0.01227289	0.02505317	1.74249518	-0.00005089	-0.00028805	0.00015600	900	900	900	900
0.26870370 	48.82429814	-0.01229268	0.02510255	1.74246347	-0.00043288	0.00002497	-0.00093013	900	900	900	900
0.23491573 	49.05921388	-0.01226696	0.02510378	1.74243236	0.00023155	0.00026826	0.00037655	900	900	900	900
0.25041747 	49.30963135	-0.01225498	0.02510485	1.74242914	-0.00041729	-0.00026403	0.00071537	900	900	900	900
0.24984789 	49.55947924	-0.01225216	0.02510792	1.74239647	-0.00017309	-0.00054565	0.00041412	900	900	900	900
0.28609514 	49.84557438	-0.01224719	0.02513465	1.74236488	0.00062453	0.00027831	-0.00010981	900	900	900	900
0.25025272 	50.09582710	-0.01221152	0.02514853	1.74239957	-0.00043040	-0.00010331	0.00059574	900	900	900	900
0.25022316 	50.34605026	-0.01223842	0.02515725	1.74238014	0.00004516	0.00096105	-0.00092933	900	900	900	900
0.24028206 	50.58633232	-0.01220514	0.02516105	1.74238169	-0.00044415	0.00003687	-0.00056868	900	900	900	900
0.27598453 	50.86231685	-0.01218171	0.02519675	1.74232829	-0.00018302	-0.00047412	-0.00041588	900	900	900	900
0.22999597 	51.09231281	-0.01216880	0.02523351	1.74231815	-0.00022040	-0.00032809	0.00003549	900	900	900	900
0.21974778 	51.31206059	-0.01212909	0.02516885	1.74227488	-0.00010450	-0.00030977	0.00013415	900	900	900	900
0.22281766 	51.53487825	-0.01210629	0.02514443	1.74228048	0.00010622	-0.00059581	-0.00001980	900	900	900	900
0.27065539 	51.80553365	-0.01207787	0.02517644	1.74224389	-0.00034779	-0.00007964	-0.00036741	900	900	900	900
0.24950480 	52.05503845	-0.01209316	0.02521400	1.74217331	0.00014962	0.00040491	-0.00069785	900	900	900	900
0.28023624 	52.33527470	-0.01210737	0.02519211	1.74220312	-0.00000226	0.00000215	0.00018896	900	900	900	900
0.25530744 	52.59058213	-0.01215046	0.02518125	1.74214220	-0.00035381	-0.00060054	0.00057615	900	900	900	900
0.28702855 	52.87761068	-0.01213787	0.02519047	1.74209750	0.00009128	0.00031133	-0.00054668	900	900	900	900
0.36211562 	53.23972631	-0.01213928	0.02522306	1.74213099	0.00106316	-0.00010133	0.00063894	900	900	900	900
0.30201864 	53.54174495	-0.01214883	0.02520977	1.74204099	-0.00020507	-0.00070476	-0.00008095	900	900	900	900
0.28120804 	53.82295299	-0.01214376	0.02518335	1.74198616	0.00006801	-0.00004390	-0.00030465	900	900	900	900
0.22527194 	54.04822493	-0.01216090	0.02518382	1.74190104	0.00047580	-0.00143342	0.00000215	900	900	900	900
0.17963457 	54.22785950	-0.01216288	0.02519481	1.74193919	0.00184421	0.00024274	-0.00250776	900	900	900	900
0.19192815 	54.41978765	-0.01220487	0.02521200	1.74188542	-0.00102443	0.00032166	0.00246899	900	900	900	900
0.06927490 	54.48906255	-0.01215597	0.02525382	1.74179351	0.00124546	0.00061123	-0.00038993	900	900	900	900
0.25103903 	54.74010158	-0.01216335	0.02525237	1.74180734	-0.00057411	-0.00011406	-0.00039944	900	900	900	900
0.31653786 	55.05663943	-0.01211659	0.02527101	1.74181569	-0.00052237	0.00045441	0.00028583	900	900	900	900
0.27115345 	55.32779288	-0.01215742	0.02524139	1.74176466	-0.00040925	-0.00026010	0.00098194	900	900	900	900
0.29711843 	55.62491131	-0.01215600	0.02529307	1.74174345	0.00071604	0.00029342	-0.00116980	900	900	900	900
0.31184363 	55.93675494	-0.01219662	0.02532701	1.74175918	0.00069758	0.00002633	-0.00119943	900	900	900	900
0.22035360 	56.15710855	-0.01224095	0.02533745	1.74175775	-0.00001085	-0.00014704	0.00021940	900	900	900	900
0.22519612 	56.38230467	-0.01223371	0.02528838	1.74164879	-0.00005990	-0.00072718	0.00032617	900	900	900	900
0.23489237 	56.61719704	-0.01221934	0.02530062	1.74164712	-0.00027500	-0.00021915	0.00132570	900	900	900	900
0.41140628 	57.02860332	-0.01218439	0.02530396	1.74162281	0.00075398	0.00013702	-0.00066916	900	900	900	900
0.29216337 	57.32076669	-0.01219720	0.02531286	1.74165320	-0.00005659	-0.00065364	0.00024826	900	900	900	900
0.25033379 	57.57110047	-0.01224852	0.02538875	1.74157941	-0.00007356	0.00074641	0.00066354	900	900	900	900
0.24711943 	57.81821990	-0.01231002	0.02535751	1.74156070	-0.00014241	0.00084130	0.00133085	900	900	900	900
