deltaTime(s) 	 Time(s) 	 Roll(rad) 	 Pitch(rad) 	 Yaw(rad) 	 RollSpeed(rad/s) 	 PitchSpeed(rad/s) 	 YawSpeed(rad/s) 
0.00907373 	0.00907373	0.00083855	0.01745907	2.12884378	0.00009455	-0.00006339	-0.00005853	900	900	900	900
0.31917477 	0.32824850	0.00086670	0.01750129	2.12886333	0.00053748	0.00048640	0.00051208	900	900	900	900
0.24122000 	0.56946850	0.00086441	0.01752624	2.12876225	-0.00080081	0.00040135	-0.00096079	900	900	900	900
0.28124452 	0.85071301	0.00080267	0.01746937	2.12872314	-0.00017540	0.00025970	-0.00023832	900	900	900	900
0.28404522 	1.13475823	0.00079307	0.01744790	2.12864161	0.00002714	-0.00037385	0.00010245	900	900	900	900
0.25028205 	1.38504028	0.00084247	0.01745711	2.12857771	0.00117017	-0.00172016	0.00184203	900	900	900	900
0.22984862 	1.61488891	0.00078693	0.01744316	2.12855053	0.00056903	-0.00159987	0.00088678	900	900	900	900
0.26081443 	1.87570333	0.00068796	0.01744451	2.12848902	-0.00046501	-0.00005802	0.00026935	900	900	900	900
0.26080012 	2.13650346	0.00066699	0.01744865	2.12839913	-0.00061960	0.00115157	-0.00065651	900	900	900	900
0.22986794 	2.36637139	0.00068405	0.01747129	2.12829280	0.00049710	-0.00011740	-0.00007150	900	900	900	900
0.20981693 	2.57618833	0.00069036	0.01747176	2.12820816	-0.00030144	0.00006787	0.00042510	900	900	900	900
0.25107026 	2.82725859	0.00068518	0.01743433	2.12812018	-0.00108055	0.00057862	-0.00035936	900	900	900	900
0.32182884 	3.14908743	0.00066752	0.01744846	2.12808275	-0.00082248	0.00036998	-0.00023376	900	900	900	900
0.26553130 	3.41461873	0.00070138	0.01751644	2.12803030	0.00083661	0.00058014	-0.00018112	900	900	900	900
0.21978164 	3.63440037	0.00072521	0.01754187	2.12796545	-0.00050665	0.00149233	0.00084988	900	900	900	900
0.33174801 	3.96614838	0.00070918	0.01756520	2.12786293	-0.00053502	0.00046066	0.00029690	900	900	900	900
0.22985888 	4.19600725	0.00068326	0.01760183	2.12782764	-0.00079532	0.00087426	-0.00004047	900	900	900	900
0.21966791 	4.41567516	0.00067626	0.01758471	2.12774062	0.00009121	-0.00127226	-0.00020697	900	900	900	900
0.24531198 	4.66098714	0.00070201	0.01760455	2.12767076	0.00002831	-0.00104978	0.00077768	900	900	900	900
0.32468462 	4.98567176	0.00067335	0.01769779	2.12758827	-0.00011009	0.00085077	-0.00006618	900	900	900	900
0.26050639 	5.24617815	0.00063341	0.01765954	2.12747526	-0.00021424	0.00005148	-0.00005796	900	900	900	900
0.21973085 	5.46590900	0.00060947	0.01768459	2.12738514	-0.00035151	0.00014367	0.00041237	900	900	900	900
0.21969986 	5.68560886	0.00058730	0.01773243	2.12725616	0.00075294	0.00052698	0.00051947	900	900	900	900
0.26656151 	5.95217037	0.00053234	0.01770486	2.12719345	0.00076020	-0.00043030	-0.00009785	900	900	900	900
0.26676011 	6.21893048	0.00053790	0.01770577	2.12705278	-0.00072283	-0.00014168	0.00017463	900	900	900	900
0.24054861 	6.45947909	0.00049444	0.01766421	2.12695265	-0.00097056	0.00020420	-0.00009807	900	900	900	900
0.21987557 	6.67935467	0.00054415	0.01760796	2.12689304	-0.00088530	-0.00002638	0.00060587	900	900	900	900
0.25595403 	6.93530869	0.00057849	0.01760704	2.12682581	0.00160812	0.00174041	-0.00021920	900	900	900	900
0.19381261 	7.12912130	0.00053460	0.01758234	2.12672949	0.00022047	0.00091922	-0.00019552	900	900	900	900
0.18794036 	7.31706166	0.00053865	0.01756174	2.12670493	-0.00068561	-0.00096118	0.00029266	900	900	900	900
0.20537353 	7.52243519	0.00049764	0.01749845	2.12668705	-0.00025410	0.00027864	0.00050080	900	900	900	900
0.27984595 	7.80228114	0.00047297	0.01742397	2.12660885	0.00011280	-0.00022043	-0.00031366	900	900	900	900
0.30622673 	8.10850787	0.00046149	0.01740876	2.12652683	-0.00008587	-0.00036113	0.00009942	900	900	900	900
0.22991371 	8.33842158	0.00045495	0.01738774	2.12644911	-0.00015864	-0.00284283	0.00031140	900	900	900	900
0.24050260 	8.57892418	0.00046936	0.01740120	2.12641668	-0.00020807	0.00035261	-0.00022893	900	900	900	900
0.26063251 	8.83955669	0.00050215	0.01737734	2.12638092	0.00084834	-0.00020717	-0.00014772	900	900	900	900
0.24049449 	9.08005118	0.00050229	0.01735488	2.12630558	0.00039565	0.00038566	-0.00008320	900	900	900	900
0.25259948 	9.33265066	0.00049609	0.01733446	2.12619114	0.00003231	-0.00008077	0.00047048	900	900	900	900
0.23466229 	9.56731296	0.00051000	0.01730995	2.12613153	-0.00065063	-0.00022767	0.00003083	900	900	900	900
0.25555110 	9.82286406	0.00048696	0.01730622	2.12604856	-0.00032156	-0.00099037	0.00096254	900	900	900	900
0.24455547 	10.06741953	0.00050278	0.01729786	2.12596369	-0.00040377	0.00006653	0.00003196	900	900	900	900
0.25495648 	10.32237601	0.00052475	0.01729449	2.12583756	0.00024383	-0.00030625	-0.00043446	900	900	900	900
0.23989058 	10.56226659	0.00053317	0.01727792	2.12574005	0.00024285	-0.00082330	0.00095625	900	900	900	900
0.25120687 	10.81347346	0.00061670	0.01727773	2.12568521	0.00089821	0.00011997	0.00010476	900	900	900	900
0.25887990 	11.07235336	0.00064842	0.01719783	2.12565231	0.00028452	-0.00016297	0.00039878	900	900	900	900
0.24998736 	11.32234073	0.00069314	0.01719486	2.12555337	-0.00028986	0.00033738	0.00014185	900	900	900	900
0.20398760 	11.52632833	0.00069957	0.01720713	2.12547588	-0.00042895	-0.00027972	0.00055243	900	900	900	900
0.26608825 	11.79241657	0.00070738	0.01718333	2.12539959	0.00023788	0.00168137	0.00126366	900	900	900	900
0.23437524 	12.02679181	0.00069801	0.01715173	2.12530422	0.00027615	0.00068481	-0.00112554	900	900	900	900
0.25945854 	12.28625035	0.00345115	0.01672280	2.13233423	0.03157564	-0.01774255	0.06470717	900	900	900	900
