deltaTime(s) 	 Time(s) 	 Roll(rad) 	 Pitch(rad) 	 Yaw(rad) 	 RollSpeed(rad/s) 	 PitchSpeed(rad/s) 	 YawSpeed(rad/s) 
0.24325728 	12.52950764	0.04083788	-0.02980048	2.08668804	0.03794180	-0.47423548	-0.52712125	900	900	900	900
0.25673985 	12.78624749	0.09708389	-0.29565185	1.98037827	0.34244990	-1.53259873	-0.20181789	900	900	900	900
0.23794484 	13.02419233	0.28102070	-0.64486384	1.86703050	0.51285416	-1.11913800	-0.17332174	900	900	900	900
0.27239132 	13.29658365	0.54130715	-0.86056894	1.69026530	0.74850363	-1.06075394	-0.05719041	900	900	900	900
0.22466063 	13.52124429	0.71141177	-0.92262262	1.60399818	-0.10388776	0.17868662	0.09702364	900	900	900	900
0.24495482 	13.76619911	0.60121351	-0.88665920	1.71750772	-0.12883255	0.28316614	0.11497461	900	900	900	900
0.25964904 	14.02584815	0.48693463	-0.83704233	1.83869600	-0.01841070	0.33006454	0.18901916	900	900	900	900
0.25595403 	14.28180218	0.45328391	-0.81164014	1.91931760	0.17558081	0.03222677	0.20236072	900	900	900	900
0.23896360 	14.52076578	0.46622524	-0.82881457	1.93499064	0.02436719	-0.26380026	-0.00775934	900	900	900	900
0.30605173 	14.82681751	0.51833272	-0.86238015	1.89368808	0.14442159	-0.01691679	0.08817127	900	900	900	900
0.27440310 	15.10122061	0.50302851	-0.85088372	1.92637742	-0.39771032	0.45539084	-0.05446826	900	900	900	900
0.23990488 	15.34112549	0.28452826	-0.62278718	2.05753899	-0.08515671	0.77033883	0.33571193	900	900	900	900
0.25010467 	15.59123015	0.19857194	-0.49178201	2.15796900	-0.26204285	0.82011497	0.02826737	900	900	900	900
0.25142479 	15.84265494	0.12938817	-0.26735580	2.21127510	-0.17669362	0.71744651	0.13810055	900	900	900	900
0.25049853 	16.09315348	0.06789903	-0.07244161	2.25624943	-0.05145081	0.89708769	0.18436013	900	900	900	900
0.22981691 	16.32297039	0.02541728	0.00717310	2.26424432	0.07827570	-0.18350969	-0.01925898	900	900	900	900
0.23891950 	16.56188989	0.00759120	0.01307783	2.23835802	-0.00122178	0.00133877	-0.00328101	900	900	900	900
0.28106022 	16.84295011	0.00360206	0.01196935	2.23205233	-0.00629323	0.00402318	0.01380321	900	900	900	900
0.27100134 	17.11395144	0.00341638	0.01107572	2.23188543	0.00159141	0.00120289	0.00453762	900	900	900	900
0.24505115 	17.35900259	0.00351251	0.01056145	2.23194861	-0.00144614	0.00128400	0.01135275	900	900	900	900
0.22980475 	17.58880734	0.00364767	0.01008441	2.23136616	0.00025558	0.00072034	-0.00403541	900	900	900	900
0.25578737 	17.84459472	0.00375587	0.00980841	2.23096776	-0.00173447	0.00059768	0.00439229	900	900	900	900
0.23586607 	18.08046079	0.00389235	0.00970240	2.23067498	0.00016238	0.00104357	0.00126794	900	900	900	900
0.25058866 	18.33104944	0.00388672	0.00972518	2.23019814	-0.00113490	0.00211519	0.00110859	900	900	900	900
0.25125861 	18.58230805	0.00395661	0.00972379	2.22985649	-0.00092083	0.00107743	0.00001365	900	900	900	900
0.25072742 	18.83303547	0.00394118	0.00982007	2.22953725	-0.00127242	0.00011763	0.00261758	900	900	900	900
0.29237342 	19.12540889	0.00388322	0.01000125	2.22923827	0.00004211	0.00112879	0.00164694	900	900	900	900
0.26103115 	19.38644004	0.00381669	0.01028877	2.22881269	-0.00034532	0.00064645	-0.00086585	900	900	900	900
0.23007417 	19.61651421	0.00378209	0.01063801	2.22845602	0.00041958	0.00015283	0.00034099	900	900	900	900
0.25184107 	19.86835527	0.00375794	0.01094599	2.22810626	0.00113636	-0.00047086	-0.00041672	900	900	900	900
0.23086143 	20.09921670	0.00372431	0.01134421	2.22779751	0.00074830	-0.00005358	-0.00052235	900	900	900	900
0.20978189 	20.30899858	0.00362723	0.01178700	2.22747254	-0.00045977	0.00000798	0.00000235	900	900	900	900
0.25771427 	20.56671286	0.00350878	0.01223593	2.22719502	-0.00037831	-0.00018326	0.00030347	900	900	900	900
0.19231391 	20.75902677	0.00345062	0.01269671	2.22686124	0.00108364	0.00067898	-0.00010249	900	900	900	900
0.24756813 	21.00659490	0.00332475	0.01311717	2.22659755	0.00082697	-0.00020334	-0.00103437	900	900	900	900
0.31947160 	21.32606649	0.00322559	0.01358383	2.22631574	0.00029905	0.00034218	0.00061588	900	900	900	900
0.21543026 	21.54149675	0.00312990	0.01398117	2.22594404	0.00022166	-0.00014454	0.00124506	900	900	900	900
0.24726272 	21.78875947	0.00306458	0.01440872	2.22559404	0.00150754	0.00034935	-0.00014683	900	900	900	900
