deltaTime(s)	Time(s)	Roll(rad)	Pitch(rad)	Yaw(rad)	RollSpeed(rad/s)	PitchSpeed(rad/s)	YawSpeed(rad/s)	Motor1(PWM)	Motor2(PWM)	Motor3(PWM)	Motor4(PWM)	
0.24999881	4.04083347	0.00436648	-0.00230640	2.44549489	-0.00020576	-0.00059981	0.00041154	900	900	900	900
0.24994159	4.29077506	0.00440066	-0.00229321	2.44537425	0.00003653	-0.00147962	0.00113591	900	900	900	900
0.25311542	4.54389048	0.00442170	-0.00220856	2.44522142	0.00007352	0.00041329	0.00080747	900	900	900	900
0.24257469	4.78646517	0.00445374	-0.00223907	2.44512773	0.00042708	-0.00072101	-0.00178838	900	900	900	900
0.21322989	4.99969506	0.00444810	-0.00221890	2.44499087	-0.00077271	-0.00019311	0.00065099	900	900	900	900
0.25479960	5.25449467	0.00442773	-0.00223817	2.44484234	0.00014903	-0.00059987	0.00049258	900	900	900	900
0.24523449	5.49972916	0.00442481	-0.00218964	2.44468999	0.00013577	-0.00006420	0.00050565	900	900	900	900
0.25523615	5.75496531	0.00437489	-0.00214249	2.44455910	-0.00082539	-0.00026149	-0.00006687	900	900	900	900
0.23554564	5.99051094	0.00441500	-0.00208400	2.44439983	-0.00014523	-0.00052146	0.00031554	900	900	900	900
0.25412369	6.24463463	0.00445483	-0.00203242	2.44427586	-0.00025771	0.00015868	0.00034494	900	900	900	900
0.25371695	6.49835157	0.00445450	-0.00197219	2.44410753	-0.00026052	-0.00012597	-0.00015347	900	900	900	900
0.23857331	6.73692489	0.00441442	-0.00191815	2.44399285	0.00003686	-0.00073390	0.00007447	900	900	900	900
0.26252294	6.99944782	0.00441157	-0.00191273	2.44386864	-0.00036622	-0.00103489	0.00010975	900	900	900	900
0.24799681	7.24744463	0.00444301	-0.00187488	2.44372988	-0.00017726	-0.00029630	0.00104039	900	900	900	900
0.24325061	7.49069524	0.00447747	-0.00186793	2.44364834	-0.00036110	-0.00087631	0.00025513	900	900	900	900
0.37239170	7.86308694	0.00447146	-0.00186738	2.44355750	0.00014410	-0.00039556	0.00031783	900	900	900	900
0.22967505	8.09276199	0.00444222	-0.00181184	2.44345188	0.00013315	-0.00114373	0.00010101	900	900	900	900
0.28516603	8.37792802	0.00442405	-0.00179655	2.44330239	-0.00029693	-0.00071105	-0.00022508	900	900	900	900
0.28016901	8.65809703	0.00445108	-0.00180669	2.44319534	0.00002255	-0.00094162	0.00066307	900	900	900	900
0.23003817	8.88813519	0.00439579	-0.00179682	2.44308615	-0.00036166	-0.00012034	0.00204901	900	900	900	900
0.24977922	9.13791442	0.00435051	-0.00180442	2.44303036	0.00040025	-0.00044336	-0.00001187	900	900	900	900
0.31542063	9.45333505	0.00435215	-0.00180736	2.44292974	0.00028932	-0.00060309	-0.00005276	900	900	900	900
0.23453975	9.68787479	0.00434506	-0.00183197	2.44282937	-0.00032402	-0.00119423	0.00052701	900	900	900	900
0.27038217	9.95825696	0.00433904	-0.00183259	2.44268847	-0.00012460	-0.00096775	0.00131521	900	900	900	900
0.23968935	10.19794631	0.00437788	-0.00185613	2.44254732	0.00056844	-0.00024622	0.00158865	900	900	900	900
0.25999188	10.45793819	0.00437172	-0.00188191	2.44244242	-0.00052092	-0.00079094	0.00063178	900	900	900	900
0.25993800	10.71787620	0.00439328	-0.00187285	2.44228721	0.00002975	-0.00064027	0.00143839	900	900	900	900
0.23003316	10.94790936	0.00441690	-0.00183045	2.44221997	0.00078540	-0.00004960	0.00102412	900	900	900	900
0.21943927	11.16734862	0.00440850	-0.00186316	2.44212985	-0.00009434	-0.00040493	-0.00065742	900	900	900	900
0.28039694	11.44774556	0.00438216	-0.00182360	2.44197440	-0.00033341	-0.00042239	0.00107391	900	900	900	900
0.31555271	11.76329827	0.00441593	-0.00185094	2.44186854	-0.00081487	-0.00050071	0.00153865	900	900	900	900
0.28582859	12.04912686	0.00440332	-0.00188953	2.44174600	-0.00035841	-0.00066009	-0.00155663	900	900	900	900
0.20937657	12.25850344	0.00443521	-0.00180423	2.44164610	0.00038775	0.00002558	-0.00099952	900	900	900	900
0.24975920	12.50826263	0.00443943	-0.00181266	2.44161797	-0.00045614	-0.00037277	0.00186527	900	900	900	900
0.21931934	12.72758198	0.00441409	-0.00182496	2.44145393	-0.00024185	-0.00122267	0.00150860	900	900	900	900
0.21983862	12.94742060	0.00444157	-0.00180535	2.44134426	-0.00116102	0.00267183	-0.00227103	900	900	900	900
0.26475883	13.21217942	0.00438019	-0.00183824	2.44139957	-0.00063014	-0.00449368	0.00569253	900	900	900	900
0.25481963	13.46699905	0.00440170	-0.00176074	2.44113851	0.00027633	-0.00022921	0.00362802	900	900	900	900
0.23468232	13.70168138	0.00441262	-0.00173253	2.44083309	-0.00289919	0.00399188	-0.00352538	900	900	900	900
0.31143022	14.01311159	0.00446575	-0.00178051	2.44069958	-0.00022643	0.00037139	-0.00360766	900	900	900	900
0.24498582	14.25809741	0.00447670	-0.00172165	2.44075012	0.00075366	0.00137493	-0.00011126	900	900	900	900
0.25467300	14.51277041	0.00445465	-0.00174247	2.44070840	-0.00138443	0.00007726	-0.00335716	900	900	900	900
0.26978397	14.78255439	0.00450342	-0.00168345	2.44065762	-0.00013237	0.00079930	0.00324517	900	900	900	900
0.12721753	14.90977192	0.00450494	-0.00165884	2.44050288	-0.00073017	-0.00077373	-0.00040814	900	900	900	900
