deltaTime(s);Time(s);Roll(rad);Pitch(rad);Yaw(rad);RollSpeed(rad/s);PitchSpeed(rad/s);YawSpeed(rad/s) 
0.32098293;19.68710446;-0.00403420;0.00071457;-1.11051500;0.00024029;-0.00006858;0.00069855 
0.31731486;20.00441933;-0.00404456;0.00076141;-1.11039412;-0.00093987;0.00053405;0.00014193 
0.32574272;20.33016205;-0.00403140;0.00073651;-1.11012411;-0.00126647;0.00213523;0.00347872 
0.12731194;20.45747399;-0.00401542;0.00067515;-1.11007631;-0.00054484;-0.00324389;0.00325935 
0.05564713;20.51312113;-0.00407171;0.00071032;-1.10991263;-0.00000425;-0.00052768;-0.00100616 
0.04105043;20.55417156;-0.00405892;0.00073654;-1.10973239;-0.00006766;0.00167458;0.00002005 
0.07087111;20.62504268;-0.00402662;0.00067613;-1.10961485;-0.00051627;-0.00218007;0.00348364 
0.07114077;20.69618344;-0.00408777;0.00064805;-1.10950279;-0.00045313;-0.00028701;0.00138059 
0.21546483;20.91164827;-0.00407584;0.00064922;-1.10945463;0.00044842;-0.00189474;0.00105890 
0.25465703;21.16630530;-0.00406448;0.00064861;-1.10928357;-0.00044361;-0.00077140;0.00126745 
0.24511051;21.41141582;-0.00412011;0.00063816;-1.10914087;-0.00039417;-0.00079610;0.00302781 
0.24974108;21.66115689;-0.00414355;0.00068758;-1.10903585;-0.00007326;-0.00013850;0.00045740 
0.25381684;21.91497374;-0.00417154;0.00066865;-1.10893583;0.00007957;-0.00069404;0.00137478 
0.25122809;22.16620183;-0.00420231;0.00066942;-1.10883284;0.00017833;-0.00044530;0.00146814 
0.24544930;22.41165113;-0.00421597;0.00066371;-1.10871911;0.00039040;-0.00110200;0.00108546 
0.24985099;22.66150212;-0.00423863;0.00062772;-1.10860062;-0.00074392;-0.00125090;0.00059303 
0.25160646;22.91310859;-0.00423453;0.00062304;-1.10846639;0.00002535;-0.00136624;0.00229494 
0.26335526;23.17646384;-0.00426847;0.00065504;-1.10838771;-0.00092936;-0.00119539;0.00085100 
0.23517537;23.41163921;-0.00424386;0.00068089;-1.10823298;0.00031325;0.00022406;0.00200104 
0.24952531;23.66116452;-0.00426871;0.00063704;-1.10812950;-0.00029811;-0.00125914;0.00246760 
0.25252414;23.91368866;-0.00424066;0.00069353;-1.10803616;-0.00007653;0.00001175;-0.00086190 
0.25939369;24.17308235;-0.00422823;0.00072849;-1.10794377;0.00113237;0.00101025;-0.00047037 
0.26521683;24.43829918;-0.00425838;0.00070385;-1.10784543;0.00010546;-0.00048932;0.00371429 
0.29095268;24.72925186;-0.00423053;0.00072541;-1.10786223;0.00008996;-0.00065009;-0.00047832 
0.29201460;25.02126646;-0.00427316;0.00078936;-1.10770166;0.00023331;0.00144290;0.00132565 
0.16574883;25.18701530;-0.00429259;0.00077481;-1.10751724;-0.00057608;-0.00029175;0.00191215 
0.53288126;25.71989655;-0.00424429;0.00079768;-1.10740602;-0.00022098;-0.00293029;-0.00308644 
0.36004591;26.07994246;-0.00424232;0.00085612;-1.10703969;-0.00080368;0.00090438;0.00037217 
0.28064704;26.36058950;-0.00423776;0.00086112;-1.10693598;-0.00014544;-0.00106666;0.00336108 
0.33195710;26.69254661;-0.00428563;0.00086904;-1.10682559;-0.00090999;-0.00042234;0.00007616 
0.53682232;27.22936893;-0.00424368;0.00086102;-1.10659337;0.00102380;0.00016424;0.00140048 
0.34666920;27.57603812;-0.00419080;0.00084504;-1.10655594;0.00007147;-0.00092760;0.00343368 
0.29490089;27.87093902;-0.00416651;0.00087935;-1.10645759;-0.00010427;-0.00101083;-0.00048433 
0.31008458;28.18102360;-0.00417381;0.00094430;-1.10621536;-0.00023387;0.00029251;0.00089305 
0.23533320;28.41635680;-0.00415025;0.00091790;-1.10600972;0.00041927;-0.00008951;0.00109770 
0.24112797;28.65748477;-0.00413215;0.00092905;-1.10581732;0.00002119;0.00000982;0.00131297 
0.24661994;28.90410471;-0.00415249;0.00101614;-1.10573530;-0.00030460;0.00037020;-0.00037019 
0.33635807;29.24046278;-0.00412628;0.00103743;-1.10553265;0.00020371;-0.00069951;0.00055630 
0.30054903;29.54101181;-0.00415938;0.00110924;-1.10536814;-0.00063018;-0.00012013;0.00022436 
0.33093476;29.87194657;-0.00420573;0.00117063;-1.10525334;0.00001473;-0.00046177;0.00105999 
0.26869726;30.14064384;-0.00426459;0.00116061;-1.10512853;0.00010881;-0.00085561;0.00182512 
0.30859828;30.44924212;-0.00430891;0.00128438;-1.10494769;0.00050601;0.00109885;-0.00003863 
0.20427132;30.65351343;-0.00432477;0.00130810;-1.10472929;0.00159684;0.00006822;0.00438348 
0.20450592;30.85801935;-0.00439186;0.00138536;-1.10461164;-0.00030920;-0.00092236;0.00111524 
0.18892503;31.04694438;-0.00445963;0.00140405;-1.10446084;-0.00036365;-0.00071894;-0.00038883 
0.20935845;31.25630283;-0.00436340;0.00141349;-1.10426700;0.00096642;-0.00334917;0.00037248 
0.20473242;31.46103525;-0.00437882;0.00144674;-1.10398304;-0.00046772;-0.00142601;0.00133208 
0.19981241;31.66084766;-0.00438754;0.00145763;-1.10386133;-0.00043143;-0.00106984;0.00333942 
0.19939089;31.86023855;-0.00436803;0.00151809;-1.10385275;-0.00043689;-0.00110694;0.00169911 
0.18988490;32.05012345;-0.00439053;0.00152926;-1.10377693;0.00044336;-0.00051891;0.00057691 
0.20426583;32.25438929;-0.00442293;0.00157845;-1.10366809;0.00183372;-0.00066243;0.00144146 
0.24658751;32.50097680;-0.00438565;0.00156774;-1.10355902;0.00232102;-0.00214050;0.00368953 
0.20082092;32.70179772;-0.00444101;0.00156759;-1.10361612;-0.00008019;-0.00271044;0.00015399 
0.45056605;33.15236378;-0.00445268;0.00152888;-1.10342741;-0.00087395;-0.00041135;0.00252446 
0.35582376;33.50818753;-0.00444196;0.00152516;-1.10336518;0.00063399;-0.00077635;0.00165753 
0.26494050;33.77312803;-0.00442298;0.00154855;-1.10321295;-0.00037582;0.00054953;0.00192014 
0.31010580;34.08323383;-0.00442226;0.00145675;-1.10309529;0.00026999;-0.00105147;0.00198668 
0.27519369;34.35842752;-0.00445908;0.00143390;-1.10282457;-0.00084458;-0.00049115;0.00121437 
0.35057092;34.70899844;-0.00445157;0.00139222;-1.10269248;0.00002981;-0.00048239;0.00316227 
0.26005316;34.96905160;-0.00444385;0.00131972;-1.10263908;-0.00037906;-0.00049657;0.00140102 
0.24110079;35.21015239;-0.00448718;0.00125647;-1.10267746;-0.00012379;-0.00136151;0.00112060 
0.20422316;35.41437554;-0.00447953;0.00118091;-1.10251379;0.00009421;-0.00128122;0.00137903 
0.21946454;35.63384008;-0.00446794;0.00114478;-1.10240948;-0.00105109;-0.00057939;0.00133723 
0.20969510;35.84353518;-0.00450990;0.00108848;-1.10232997;0.00036944;-0.00109831;0.00167393 
0.19394064;36.03747582;-0.00440271;0.00103447;-1.10220611;0.00121225;-0.00019473;0.00194314 
0.20902538;36.24650121;-0.00438882;0.00097709;-1.10211098;-0.00039118;-0.00200283;0.00524211 
0.19905043;36.44555163;-0.00435663;0.00083523;-1.10201323;0.00085217;-0.00163991;-0.00058704 
0.21970892;36.66526055;-0.00437707;0.00076544;-1.10184944;-0.00020303;-0.00127715;0.00273770 
0.19905424;36.86431479;-0.00439613;0.00077439;-1.10176468;-0.00081692;-0.00049147;0.00126571 
0.20398021;37.06829500;-0.00442783;0.00081693;-1.10169613;-0.00068509;-0.00449724;0.00148675 
0.20408940;37.27238441;-0.00435878;0.00073510;-1.10130775;0.00118771;-0.00037884;0.00444299 
0.20968294;37.48206735;-0.00436163;0.00063377;-1.10132825;-0.00101983;-0.00259120;0.00699255 
0.19898367;37.68105102;-0.00432862;0.00065364;-1.10125375;-0.00022681;-0.00029571;-0.00236451 
0.20929408;37.89034510;-0.00427476;0.00066372;-1.10102904;0.00035073;0.00071447;0.00262813 
0.21501303;38.10535812;-0.00430359;0.00068143;-1.10092413;-0.00052997;0.00050571;0.00170872 
0.22519112;38.33054924;-0.00431948;0.00064645;-1.10078681;-0.00026671;-0.00279507;0.00276563 
0.21486449;38.54541373;-0.00430689;0.00064728;-1.10074961;-0.00016656;-0.00056373;0.00054494 
0.20436978;38.74978352;-0.00429022;0.00065840;-1.10061777;-0.00047592;-0.00134139;0.00385253 
0.23622942;38.98601294;-0.00424127;0.00061472;-1.10050690;-0.00084991;-0.00163288;0.00226251 
0.11756301;39.10357594;-0.00418969;0.00060796;-1.10039854;0.00175428;-0.00122024;0.00184849 
0.05055428;39.15413022;-0.00417741;0.00066077;-1.10038257;-0.00070413;-0.00114113;0.00250668 
0.03022504;39.18435526;-0.00417893;0.00065864;-1.10022652;-0.00148718;-0.00065127;0.00187731 
0.22465944;39.40901470;-0.00409682;0.00072750;-1.10011649;0.00154285;0.00008237;0.00153290 
0.24470448;39.65371919;-0.00414213;0.00068618;-1.10003054;-0.00068121;-0.00344528;0.00515478 
0.25401664;39.90773582;-0.00414145;0.00069377;-1.10000765;-0.00096891;-0.00107470;-0.00317462 
0.25097370;40.15870953;-0.00415609;0.00066659;-1.09982479;-0.00012684;-0.00418432;0.00625414 
0.24632955;40.40503907;-0.00412926;0.00072929;-1.09975100;-0.00053399;-0.00080067;-0.00036049 
0.24866724;40.65370631;-0.00411909;0.00073142;-1.09959185;-0.00030659;-0.00063588;0.00563681 
0.25464368;40.90834999;-0.00412978;0.00077767;-1.09965861;-0.00034103;0.00057653;-0.00103388 
0.24493694;41.15328693;-0.00419075;0.00082330;-1.09951460;-0.00103078;0.00053676;0.00131839 
0.28068876;41.43397570;-0.00412281;0.00090934;-1.09946465;0.00104547;0.00108098;-0.00198835 
0.21909595;41.65307164;-0.00411539;0.00093111;-1.09940231;0.00009584;-0.00135650;0.00247459 
0.25138044;41.90445209;-0.00415443;0.00096045;-1.09923553;-0.00051015;0.00056952;-0.00036544 
0.25322294;42.15767503;-0.00416586;0.00095550;-1.09912062;-0.00006972;-0.00095121;0.00438119 
0.24861979;42.40629482;-0.00424440;0.00101698;-1.09914064;-0.00093414;-0.00023774;-0.00027929 
0.24670029;42.65299511;-0.00423813;0.00102215;-1.09910023;-0.00037229;-0.00089294;0.00132724 
0.25497198;42.90796709;-0.00430053;0.00102483;-1.09906030;-0.00127846;-0.00128071;0.00224111 
0.24454999;43.15251708;-0.00437350;0.00105878;-1.09890950;-0.00192071;0.00020173;0.00065724 
0.27581763;43.42833471;-0.00435496;0.00106242;-1.09871686;0.00048293;0.00050168;0.00260663 
0.22828984;43.65662456;-0.00440582;0.00110386;-1.09868824;-0.00048908;-0.00064520;0.00309024 
0.24614882;43.90277338;-0.00436813;0.00103306;-1.09866357;-0.00009277;-0.00136365;-0.00129367 
0.25067043;44.15344381;-0.00439881;0.00104275;-1.09850466;-0.00087846;-0.00120859;0.00123505 
0.24919152;44.40263534;-0.00441681;0.00103589;-1.09841490;0.00103058;0.00037044;0.00143846 
0.25401473;44.65665007;-0.00441032;0.00102679;-1.09835827;-0.00019451;-0.00076601;0.00252055 
0.24326444;44.89991450;-0.00435806;0.00103125;-1.09830368;0.00004742;-0.00275456;0.00210465 
0.25235963;45.15227413;-0.00433254;0.00104162;-1.09820127;0.00200844;-0.00111658;0.00170698 
0.25472260;45.40699673;-0.00432554;0.00101503;-1.09811652;-0.00102963;-0.00037788;0.00568831 
0.24490404;45.65190077;-0.00433095;0.00100733;-1.09812343;0.00018877;-0.00041025;0.00272028 
0.25012636;45.90202713;-0.00439472;0.00099385;-1.09815502;-0.00061657;-0.00185994;0.00182214 
0.24964404;46.15167117;-0.00441696;0.00102447;-1.09811449;-0.00029330;-0.00023353;0.00055405 
0.25036216;46.40203333;-0.00441639;0.00105167;-1.09809458;-0.00072481;-0.00057227;0.00251989 
0.24990058;46.65193391;-0.00443327;0.00110081;-1.09805512;0.00014666;-0.00000522;0.00233030 
0.24957204;46.90150595;-0.00446025;0.00113411;-1.09807074;-0.00197787;0.00063830;0.00074130 
0.25492859;47.15643454;-0.00439073;0.00103239;-1.09800410;0.00024513;-0.00421681;0.00290844 
0.26026988;47.41670442;-0.00436886;0.00105241;-1.09794331;0.00102903;-0.00160396;0.00142333 
0.23340964;47.65011406;-0.00439386;0.00106987;-1.09787464;-0.00010010;-0.00010909;0.00238197 
0.25112796;47.90124202;-0.00440908;0.00104594;-1.09786987;0.00030587;0.00033837;0.00073877 
0.25498796;48.15622997;-0.00442913;0.00100654;-1.09779537;-0.00029107;-0.00061528;-0.00010923 
0.24935722;48.40558720;-0.00440479;0.00097714;-1.09765697;0.00040403;-0.00147516;0.00230579 
0.25467944;48.66026664;-0.00438507;0.00100071;-1.09765041;-0.00069708;-0.00001968;0.00057714 
0.25087070;48.91113734;-0.00438675;0.00098662;-1.09755027;-0.00020271;-0.00075755;0.00258183 
0.24021554;49.15135288;-0.00438047;0.00102990;-1.09749889;0.00000279;-0.00140561;0.00175476 
0.25075126;49.40210414;-0.00441575;0.00105521;-1.09740996;-0.00163854;-0.00011795;0.00146457 
0.25232363;49.65442777;-0.00441224;0.00111430;-1.09737217;0.00045978;-0.00010632;0.00049967 
0.25127077;49.90569854;-0.00434082;0.00111016;-1.09730864;0.00074242;-0.00056406;0.00084240 
0.24489808;50.15059662;-0.00430271;0.00109611;-1.09721673;0.00015690;-0.00068547;0.00109138 
0.25503683;50.40563345;-0.00429123;0.00110578;-1.09714258;-0.00063927;-0.00041484;0.00151578 
0.25001669;50.65565014;-0.00428348;0.00109465;-1.09711194;0.00058311;-0.00027173;0.00166446 
0.24485230;50.90050244;-0.00428041;0.00106923;-1.09711421;-0.00025890;-0.00092779;0.00232816 
0.25406766;51.15457010;-0.00429300;0.00113422;-1.09707069;-0.00028401;-0.00070965;0.00065712 
0.25029588;51.40486598;-0.00428110;0.00113924;-1.09699488;-0.00061097;-0.00064330;0.00120844 
0.24547410;51.65034008;-0.00429071;0.00116543;-1.09699321;-0.00064627;0.00045368;0.00103716 
0.25349879;51.90383887;-0.00425912;0.00119014;-1.09691799;0.00012036;-0.00036149;0.00192220 
0.24827456;52.15211344;-0.00423385;0.00123768;-1.09688795;0.00044951;-0.00006293;0.00069300 
0.25873041;52.41084385;-0.00415240;0.00124135;-1.09682059;0.00001699;-0.00069201;0.00016083 
0.23954129;52.65038514;-0.00413460;0.00120353;-1.09677804;0.00001596;-0.00085692;0.00227634 
0.26546478;52.91584992;-0.00412041;0.00119807;-1.09676170;-0.00035616;0.00006625;-0.00006690 
0.23409796;53.14994788;-0.00417001;0.00119161;-1.09672558;0.00048114;0.00111568;-0.00046769 
0.25045586;53.40040374;-0.00422224;0.00123099;-1.09665227;-0.00026725;0.00024414;0.00107259 
0.24947977;53.64988351;-0.00425640;0.00121855;-1.09658849;-0.00096946;-0.00070768;0.00371095 
0.25452852;53.90441203;-0.00424258;0.00127157;-1.09665084;0.00059405;0.00186613;-0.00564334 
0.24529219;54.14970422;-0.00416837;0.00123191;-1.09649408;-0.00018011;0.00030264;0.00321125 
0.25507760;54.40478182;-0.00416355;0.00121203;-1.09649968;-0.00138158;-0.00056538;0.00145066 
0.24910140;54.65388322;-0.00418424;0.00122089;-1.09651923;-0.00183001;0.00029884;-0.00411461 
0.24583459;54.89971781;-0.00426097;0.00115003;-1.09629905;-0.00106888;-0.00156213;0.00632168 
0.24995756;55.14967537;-0.00414606;0.00112986;-1.09633124;0.00079420;0.00086465;-0.00125390 
0.25001216;55.39968753;-0.00415780;0.00115088;-1.09619617;-0.00212047;-0.00068178;0.00136111 
0.24972939;55.64941692;-0.00416324;0.00106023;-1.09606314;-0.00114340;-0.00112343;0.00445707 
0.28072667;55.93014359;-0.00418198;0.00103552;-1.09602404;-0.00030371;-0.00038004;0.00033558 
0.22347522;56.15361881;-0.00414913;0.00096158;-1.09598613;0.00018679;-0.00214558;0.00024853 
0.25087261;56.40449142;-0.00414614;0.00098455;-1.09584153;0.00027269;0.00145236;0.00015148 
0.24469543;56.64918685;-0.00411411;0.00088155;-1.09582937;-0.00029519;-0.00150849;0.00254887 
0.26031303;56.90949988;-0.00406750;0.00079422;-1.09572375;-0.00104364;0.00086057;0.00177683 
0.24347639;57.15297627;-0.00409935;0.00073421;-1.09561753;-0.00095760;-0.00068091;0.00460590 
0.26154661;57.41452289;-0.00408993;0.00069779;-1.09563327;0.00002641;-0.00152762;-0.00618931 
0.23849392;57.65301681;-0.00420957;0.00073067;-1.09535480;-0.00031979;0.00172574;0.00302315 
0.25099635;57.90401316;-0.00422734;0.00067280;-1.09542382;0.00025009;-0.00063271;0.00316632 
0.25438166;58.15839481;-0.00424852;0.00069835;-1.09531105;0.00059245;0.00142585;-0.00122814 
0.24335623;58.40175104;-0.00430265;0.00059056;-1.09521687;-0.00099864;-0.00025105;0.00286041 
0.24790311;58.64965415;-0.00431044;0.00055142;-1.09514487;0.00020448;-0.00075916;0.00072700 
0.24984288;58.89949703;-0.00426293;0.00049498;-1.09503782;0.00086279;-0.00118052;0.00135114 
0.24971700;59.14921403;-0.00423423;0.00049142;-1.09496737;0.00040748;-0.00334516;-0.00163580 
0.26067996;59.40989399;-0.00426643;0.00050035;-1.09473217;0.00127818;0.00060903;0.00367381 
0.25526524;59.66515923;-0.00431167;0.00047931;-1.09482014;0.00045592;-0.00086014;0.00415722 
0.26981997;59.93497920;-0.00429750;0.00050352;-1.09483182;0.00001634;-0.00013417;-0.00149573 
0.27522087;60.21020007;-0.00424699;0.00052668;-1.09479356;0.00065348;-0.00212978;0.00123605 
0.28497481;60.49517488;-0.00423166;0.00058550;-1.09469199;0.00100569;-0.00017570;-0.00135197 
0.31100035;60.80617523;-0.00423625;0.00061430;-1.09453058;0.00044481;-0.00160406;0.00564674 
0.30056429;61.10673952;-0.00425776;0.00063730;-1.09451568;0.00034885;-0.00285027;0.00316727 
0.23962784;61.34636736;-0.00427975;0.00063235;-1.09445179;0.00057179;-0.00393150;0.00402784 
0.23434424;61.58071160;-0.00431160;0.00065430;-1.09440196;-0.00027374;-0.00253722;0.00377882 
0.27523899;61.85595059;-0.00433206;0.00060528;-1.09437418;-0.00043553;-0.00360599;0.00303234 
0.29567099;62.15162158;-0.00428485;0.00061852;-1.09437537;0.00031137;-0.00140653;0.00190467 
0.24461126;62.39623284;-0.00433718;0.00067478;-1.09432375;-0.00064117;-0.00068618;-0.00138514 
0.42747021;62.82370305;-0.00435127;0.00071929;-1.09417796;-0.00196070;0.00099989;0.00380635 
0.35666704;63.18037009;-0.00427833;0.00079602;-1.09421515;0.00108582;-0.00145181;0.00011180 
0.26494336;63.44531345;-0.00428849;0.00077148;-1.09407306;0.00020062;0.00196086;-0.00101764 
0.26977801;63.71509147;-0.00429161;0.00081022;-1.09405446;-0.00017627;-0.00059018;0.00426026 
0.28517413;64.00026560;-0.00424051;0.00091825;-1.09408855;0.00018193;-0.00000734;-0.00181213 
0.35250735;64.35277295;-0.00426169;0.00092243;-1.09397602;0.00009631;-0.00220038;0.00535637 
0.29538894;64.64816189;-0.00425185;0.00098947;-1.09400785;0.00088711;-0.00105121;0.00196142 
0.36094499;65.00910687;-0.00427317;0.00106493;-1.09400582;-0.00065954;0.00002075;-0.00001214 
0.25966644;65.26877332;-0.00419957;0.00104693;-1.09395540;-0.00026568;-0.00014362;0.00252866 
0.24503803;65.51381135;-0.00418945;0.00111020;-1.09392142;-0.00157752;0.00160999;-0.00134705 
0.28510141;65.79891276;-0.00417833;0.00117918;-1.09384537;0.00082159;0.00090185;0.00216769 
0.29548717;66.09439993;-0.00416669;0.00115880;-1.09386456;-0.00076196;-0.00258492;0.00321056 
0.28513050;66.37953043;-0.00415185;0.00121658;-1.09383214;0.00025632;-0.00164333;-0.00152835 
0.25996733;66.63949776;-0.00417422;0.00122008;-1.09379089;0.00001204;0.00184626;-0.00043303 
