deltaTime(s)	Time(s)	Roll(rad)	Pitch(rad)	Yaw(rad)	RollSpeed(rad/s)	PitchSpeed(rad/s)	YawSpeed(rad/s)	Motor1(PWM)	Motor2(PWM)	Motor3(PWM)	Motor4(PWM)	
0.25962377 	21.25994611	-0.00893919	0.00905974	1.04116833	0.00235501	0.00300337	0.00622016	900	900	900	900
0.23556757 	21.49551368	-0.00910190	0.00896019	1.04118788	-0.00167279	-0.00284361	0.00228561	900	900	900	900
0.27377152 	21.76928520	-0.00921584	0.00891558	1.04094052	-0.00180268	-0.00676231	-0.00426108	900	900	900	900
0.22516131 	21.99444652	-0.00919210	0.00897183	1.04087389	-0.00113431	-0.00094104	-0.00076256	900	900	900	900
0.26447606 	22.25892258	-0.00924181	0.00921855	1.04091573	-0.00009943	0.00563599	0.00157931	900	900	900	900
0.24622512 	22.50514770	-0.00930060	0.00916953	1.04081464	0.00103463	0.00270292	0.00092050	900	900	900	900
0.26437688 	22.76952457	-0.00928855	0.00912306	1.04076171	0.00071760	-0.00093142	-0.00067632	900	900	900	900
0.27605700 	23.04558158	-0.00934427	0.00909922	1.04066634	0.00025128	-0.00140186	-0.00049205	900	900	900	900
0.22075272 	23.26633430	-0.00935955	0.00909428	1.04054368	-0.00066001	-0.00038350	-0.00128534	900	900	900	900
0.24111509 	23.50744939	-0.00938997	0.00912579	1.04038870	-0.00034361	-0.00047398	0.00000095	900	900	900	900
0.34832668 	23.85577607	-0.00943747	0.00909994	1.04022312	0.00069828	-0.00129914	0.00003723	900	900	900	900
0.25676417 	24.11254025	-0.00945709	0.00909146	1.04013431	-0.00000866	-0.00048683	0.00018842	900	900	900	900
0.33425903 	24.44679928	-0.00936093	0.00912314	1.03992820	0.00022691	0.00274747	0.00035345	900	900	900	900
0.09974504 	24.54654431	-0.00944393	0.00908986	1.03969467	-0.00009426	-0.00022455	0.00093762	900	900	900	900
