deltaTime(s)	Time(s)	Roll(rad)	Pitch(rad)	Yaw(rad)	RollSpeed(rad/s)	PitchSpeed(rad/s)	YawSpeed(rad/s)	Motor1(PWM)	Motor2(PWM)	Motor3(PWM)	Motor4(PWM)	
0.38284612 	20.36122227	0.00380805	-0.00578280	2.44636083	-0.00064297	0.00275608	0.00884689	900	900	900	900
0.42085290 	20.78207517	0.00381419	-0.00583217	2.44597125	0.00032924	-0.00049942	0.00236319	900	900	900	900
0.44666696 	21.22874212	0.00381535	-0.00578862	2.44585824	0.00075666	0.00061709	-0.00406491	900	900	900	900
0.22482705 	21.45356917	0.00382407	-0.00577937	2.44564986	0.00109709	-0.00104392	-0.00126993	900	900	900	900
0.21947861 	21.67304778	0.00375829	-0.00582393	2.44561744	0.00104393	-0.00120333	0.00068026	900	900	900	900
0.26541781 	21.93846560	0.00377988	-0.00578069	2.44541097	-0.00034888	0.00009686	-0.00063631	900	900	900	900
0.27104616 	22.20951176	0.00382977	-0.00574018	2.44537544	-0.00031961	0.00012360	-0.00086453	900	900	900	900
0.23489428 	22.44440603	0.00379749	-0.00574392	2.44543886	-0.00071909	-0.00126502	0.00166052	900	900	900	900
0.16809106 	22.61249709	0.00378370	-0.00572815	2.44545865	-0.00050305	-0.00047979	0.00003660	900	900	900	900
0.09139943 	22.70389652	0.00379860	-0.00570447	2.44543529	0.00021604	-0.00097396	-0.00087787	900	900	900	900
0.12831092 	22.83220744	0.00375798	-0.00570879	2.44556189	-0.00047777	-0.00075884	0.00267208	900	900	900	900
0.16335058 	22.99555802	0.00375968	-0.00566487	2.44556713	0.00052720	-0.00029970	0.00042156	900	900	900	900
0.24587083 	23.24142885	0.00375634	-0.00566290	2.44558477	0.00227460	-0.00101554	-0.00093289	900	900	900	900
0.23338723 	23.47481608	0.00374615	-0.00562936	2.44560266	-0.00023299	-0.00067295	0.00067557	900	900	900	900
0.24604702 	23.72086310	0.00377535	-0.00564234	2.44568634	0.00009569	-0.00081187	0.00263472	900	900	900	900
0.24817705 	23.96904016	0.00379497	-0.00565535	2.44579196	-0.00009478	-0.00132475	0.00194741	900	900	900	900
0.24842000 	24.21746016	0.00384871	-0.00562865	2.44574976	0.00050203	-0.00155132	0.00043395	900	900	900	900
0.24540257 	24.46286273	0.00384540	-0.00563697	2.44583535	-0.00015146	-0.00113344	-0.00244801	900	900	900	900
0.27545285 	24.73831558	0.00385395	-0.00563150	2.44591236	0.00028111	-0.00050946	-0.00016456	900	900	900	900
0.23317146 	24.97148705	0.00384029	-0.00565279	2.44592714	-0.00078155	-0.00118352	0.00030560	900	900	900	900
0.29260588 	25.26409292	0.00379182	-0.00570576	2.44612980	-0.00074315	-0.00122275	0.00102244	900	900	900	900
0.23544836 	25.49954128	0.00379061	-0.00573674	2.44616079	-0.00007542	-0.00023520	0.00170811	900	900	900	900
0.24406958 	25.74361086	0.00381134	-0.00576699	2.44613886	-0.00122271	0.00011518	0.00023814	900	900	900	900
0.24317312 	25.98678398	0.00384621	-0.00577793	2.44631028	0.00024718	0.00062690	-0.00042756	900	900	900	900
0.23977041 	26.22655439	0.00383224	-0.00586085	2.44636559	-0.00054989	0.00035615	0.00303401	900	900	900	900
0.23167181 	26.45822620	0.00385224	-0.00587221	2.44642258	0.00010578	0.00004678	0.00556863	900	900	900	900
0.28102922 	26.73925543	0.00379648	-0.00593480	2.44639206	-0.00028814	-0.00156679	0.00117283	900	900	900	900
0.22914004 	26.96839547	0.00379064	-0.00590986	2.44659162	-0.00178385	0.00000314	0.00262554	900	900	900	900
0.26331615 	27.23171163	0.00384137	-0.00590897	2.44662738	-0.00025238	0.00081093	0.00172402	900	900	900	900
0.25552058 	27.48723221	0.00388472	-0.00594230	2.44660449	0.00047274	-0.00093308	0.00213721	900	900	900	900
0.24039531 	27.72762752	0.00381974	-0.00599204	2.44665742	-0.00030962	-0.00143173	0.00054206	900	900	900	900
0.23699808 	27.96462560	0.00377922	-0.00606578	2.44679332	-0.00168019	-0.00247793	0.00577744	900	900	900	900
0.28477001 	28.24939561	0.00381913	-0.00605760	2.44691944	0.00036867	-0.00243880	0.00101572	900	900	900	900
0.25405908 	28.50345469	0.00383844	-0.00599027	2.44683647	-0.00128396	-0.00023456	-0.00152489	900	900	900	900
0.22933507 	28.73278975	0.00388614	-0.00600521	2.44697332	0.00027474	-0.00009925	0.00073992	900	900	900	900
0.24916124 	28.98195100	0.00386446	-0.00596095	2.44709587	0.00059048	-0.00084165	0.00193065	900	900	900	900
0.25367379 	29.23562479	0.00386807	-0.00593933	2.44712853	0.00067585	-0.00096196	0.00068710	900	900	900	900
0.25139403 	29.48701882	0.00388868	-0.00600628	2.44714284	0.00028499	-0.00274177	0.00079212	900	900	900	900
0.28651643 	29.77353525	0.00386324	-0.00600081	2.44726849	-0.00043445	-0.00102837	0.00008591	900	900	900	900
0.18805242 	29.96158767	0.00390902	-0.00592826	2.44735050	0.00076715	0.00003628	0.00097031	900	900	900	900
0.27118301 	30.23277068	0.00391774	-0.00588959	2.44739866	0.00054203	-0.00077274	0.00271278	900	900	900	900
0.25887990 	30.49165058	0.00391548	-0.00586487	2.44745588	0.00056110	-0.00077946	0.00045399	900	900	900	900
0.23788929 	30.72953987	0.00389658	-0.00589990	2.44748521	-0.00041961	-0.00143036	0.00099569	900	900	900	900
0.23992038 	30.96946025	0.00392560	-0.00587539	2.44752693	-0.00061983	-0.00144006	0.00428660	900	900	900	900
0.23470259 	31.20416284	0.00391215	-0.00587748	2.44759154	-0.00074578	-0.00161257	0.00257851	900	900	900	900
0.24999356 	31.45415640	0.00393928	-0.00585788	2.44757199	0.00001993	-0.00001171	-0.00068075	900	900	900	900
0.28128195 	31.73543835	0.00396726	-0.00587155	2.44760346	0.00079049	-0.00113534	0.00025444	900	900	900	900
0.25690317 	31.99234152	0.00392741	-0.00581860	2.44775915	-0.00019201	-0.00074177	0.00168412	900	900	900	900
0.23464918 	32.22699070	0.00394518	-0.00583272	2.44776845	0.00009924	-0.00125057	0.00244464	900	900	900	900
0.25043774 	32.47742844	0.00400179	-0.00582107	2.44779062	-0.00017763	-0.00162008	0.00040904	900	900	900	900
0.23442149 	32.71184993	0.00407772	-0.00577355	2.44787931	-0.00013425	0.00006229	-0.00048742	900	900	900	900
0.27555466 	32.98740458	0.00405216	-0.00572247	2.44791484	-0.00009684	-0.00080812	0.00155491	900	900	900	900
0.28327322 	33.27067780	0.00406225	-0.00574654	2.44804478	-0.00040433	-0.00030571	0.00212548	900	900	900	900
0.20386147 	33.47453928	0.00403232	-0.00570114	2.44807220	-0.00026892	-0.00024093	0.00072352	900	900	900	900
0.23867607 	33.71321535	0.00404290	-0.00570893	2.44816279	0.00025854	-0.00081564	0.00234137	900	900	900	900
0.25150537 	33.96472073	0.00409050	-0.00569177	2.44828272	0.00076197	-0.00125753	0.00091988	900	900	900	900
0.26452780 	34.22924852	0.00410405	-0.00563199	2.44826317	0.00041810	-0.00044769	0.00048711	900	900	900	900
0.26331234 	34.49256086	0.00409472	-0.00561370	2.44828486	-0.00042125	-0.00070409	0.00110545	900	900	900	900
0.21955919 	34.71212006	0.00409227	-0.00561690	2.44840717	0.00087899	-0.00076386	0.00036713	900	900	900	900
0.25833082 	34.97045088	0.00407685	-0.00563775	2.44846654	0.00046975	-0.00096608	0.00047325	900	900	900	900
0.49355102 	35.46400189	0.00405913	-0.00561247	2.44856787	0.00103814	-0.00157521	0.00085028	900	900	900	900
0.67026496 	36.13426685	0.00401346	-0.00555145	2.44850087	-0.00138057	0.00017771	0.00116234	900	900	900	900
0.27305460 	36.40732145	0.00400976	-0.00553426	2.44849420	-0.00036056	-0.00050678	0.00028825	900	900	900	900
0.12202883 	36.52935028	0.00400436	-0.00549000	2.44846988	-0.00017328	-0.00113226	-0.00020399	900	900	900	900
0.11676335 	36.64611363	0.00396304	-0.00547206	2.44842792	-0.00104691	-0.00120239	0.00244309	900	900	900	900
0.09161592 	36.73772955	0.00396594	-0.00543659	2.44825149	-0.00089731	-0.00094820	0.00089886	900	900	900	900
0.15301728 	36.89074683	0.00398639	-0.00544328	2.44824934	-0.00044998	-0.00069442	-0.00072614	900	900	900	900
0.10684371 	36.99759054	0.00399058	-0.00546443	2.44834518	0.00005056	-0.00143624	0.00220993	900	900	900	900
0.22972345 	37.22731400	0.00402692	-0.00547264	2.44840384	-0.00033457	-0.00109516	0.00104632	900	900	900	900
0.24268174 	37.46999574	0.00405107	-0.00545362	2.44844723	0.00004216	-0.00103549	0.00046214	900	900	900	900
0.27982306 	37.74981880	0.00405796	-0.00544196	2.44855022	0.00154771	-0.00084938	0.00069657	900	900	900	900
0.24500966 	37.99482846	0.00407235	-0.00543663	2.44861364	0.00148674	-0.00062731	0.00306200	900	900	900	900
0.24340200 	38.23823047	0.00406805	-0.00542996	2.44862890	0.00050455	-0.00076136	0.00075611	900	900	900	900
0.24182081 	38.48005128	0.00407617	-0.00537203	2.44868493	-0.00008753	-0.00102940	0.00110067	900	900	900	900
0.23028278 	38.71033406	0.00404301	-0.00530508	2.44874167	-0.00049044	0.00075493	0.00105347	900	900	900	900
0.50798583 	39.21831989	0.00412618	-0.00542756	2.44874096	0.00149887	-0.00198618	0.00143460	900	900	900	900
0.55953169 	39.77785158	0.00410204	-0.00546303	2.44875813	-0.00026437	-0.00124131	-0.00073600	900	900	900	900
0.23471045 	40.01256204	0.00407355	-0.00544940	2.44864726	-0.00040146	0.00011901	0.00100969	900	900	900	900
0.28049874 	40.29306078	0.00408967	-0.00545815	2.44857097	0.00036314	-0.00098554	0.00115195	900	900	900	900
0.20963573 	40.50269651	0.00411188	-0.00542310	2.44851828	0.00040473	-0.00099084	0.00110514	900	900	900	900
0.20443797 	40.70713449	0.00408632	-0.00540253	2.44844031	-0.00118787	-0.00051437	0.00024270	900	900	900	900
0.21440220 	40.92153668	0.00414311	-0.00538802	2.44845867	-0.00020324	-0.00078169	0.00112314	900	900	900	900
0.21996737 	41.14150405	0.00417710	-0.00531213	2.44851685	-0.00015451	-0.00009672	0.00071896	900	900	900	900
0.22494125 	41.36644530	0.00417338	-0.00528949	2.44861698	0.00048195	-0.00058302	-0.00015180	900	900	900	900
0.25523257 	41.62167788	0.00421177	-0.00526493	2.44868016	-0.00029458	-0.00047376	0.00211146	900	900	900	900
0.22000575 	41.84168363	0.00420185	-0.00531223	2.44877458	-0.00047402	-0.00155266	0.00243070	900	900	900	900
0.23022699 	42.07191062	0.00415818	-0.00530153	2.44874310	-0.00042308	-0.00015786	-0.00112414	900	900	900	900
0.21981907 	42.29172969	0.00415614	-0.00530907	2.44893718	0.00064113	0.00004115	0.00122714	900	900	900	900
0.20960402 	42.50133371	0.00408931	-0.00531726	2.44906878	-0.00153235	-0.00004629	0.00221511	900	900	900	900
0.20941734 	42.71075106	0.00404958	-0.00532615	2.44912362	-0.00164757	-0.00085129	0.00559539	900	900	900	900
0.25572634 	42.96647739	0.00412904	-0.00530716	2.44913387	-0.00071327	0.00077371	-0.00065143	900	900	900	900
0.23994613 	43.20642352	0.00415466	-0.00530645	2.44911671	-0.00016951	-0.00138581	-0.00064701	900	900	900	900
0.20958018 	43.41600370	0.00414932	-0.00526076	2.44928241	0.00050287	-0.00162695	-0.00058643	900	900	900	900
0.20934606 	43.62534976	0.00411058	-0.00530735	2.44939971	0.00024649	-0.00131040	0.00178410	900	900	900	900
0.22003460 	43.84538436	0.00410132	-0.00529115	2.44945931	-0.00011067	-0.00129470	0.00147955	900	900	900	900
0.20929718 	44.05468154	0.00411441	-0.00525152	2.44953704	-0.00035561	-0.00006187	-0.00109753	900	900	900	900
0.20942283 	44.26410437	0.00409328	-0.00521209	2.44951105	-0.00058278	0.00002662	-0.00009759	900	900	900	900
0.26460981 	44.52871418	0.00405670	-0.00521815	2.44970989	-0.00031875	0.00012398	0.00480056	900	900	900	900
0.22526670 	44.75398088	0.00397155	-0.00517816	2.44973421	-0.00013782	-0.00088241	0.00418671	900	900	900	900
0.27179694 	45.02577782	0.00392154	-0.00519693	2.44980097	-0.00243654	-0.00096072	0.00016359	900	900	900	900
0.23758769 	45.26336551	0.00396819	-0.00517065	2.44986129	0.00009583	-0.00053726	-0.00274468	900	900	900	900
0.24718022 	45.51054573	0.00395850	-0.00518872	2.45002222	-0.00015457	-0.00235504	0.00426500	900	900	900	900
0.25041199 	45.76095772	0.00392597	-0.00524412	2.45026183	-0.00135556	-0.00021054	0.00487237	900	900	900	900
0.25477505 	46.01573277	0.00399514	-0.00520183	2.45028496	-0.00121767	0.00080640	-0.00113513	900	900	900	900
0.24233675 	46.25806952	0.00401947	-0.00518348	2.45041299	0.00016464	-0.00049423	0.00195751	900	900	900	900
0.25483537 	46.51290488	0.00399194	-0.00516799	2.45047283	-0.00105551	-0.00146159	0.00291135	900	900	900	900
0.24260306 	46.75550795	0.00401580	-0.00520130	2.45068836	-0.00124403	-0.00020871	0.00212762	900	900	900	900
0.25988030 	47.01538825	0.00396193	-0.00521288	2.45076776	-0.00007101	-0.00031507	-0.00053941	900	900	900	900
0.24527311 	47.26066136	0.00399880	-0.00522061	2.45082569	0.00098551	-0.00069413	-0.00398685	900	900	900	900
0.26492143 	47.52558279	0.00404244	-0.00524312	2.45085740	0.00052465	-0.00229093	-0.00245757	900	900	900	900
0.23544788 	47.76103067	0.00400744	-0.00532179	2.45112371	-0.00049160	-0.00161208	0.00126397	900	900	900	900
0.25522947 	48.01626015	0.00397828	-0.00539128	2.45131898	-0.00042573	-0.00037168	0.00327215	900	900	900	900
0.25494218 	48.27120233	0.00394962	-0.00544056	2.45140290	-0.00145148	-0.00214176	0.00586284	900	900	900	900
0.23453164 	48.50573397	0.00399126	-0.00543887	2.45158935	0.00051343	-0.00210321	-0.00079567	900	900	900	900
0.25261402 	48.75834799	0.00391238	-0.00541856	2.45173979	-0.00002479	-0.00064549	-0.00126004	900	900	900	900
0.25031114 	49.00865912	0.00386562	-0.00547761	2.45203328	-0.00061093	-0.00095964	0.00442104	900	900	900	900
0.26008868 	49.26874781	0.00387894	-0.00547018	2.45204663	-0.00112657	0.00058908	0.00001794	900	900	900	900
0.24190736 	49.51065516	0.00388816	-0.00549629	2.45226479	-0.00040345	-0.00039174	0.00468030	900	900	900	900
0.25992632 	49.77058148	0.00389553	-0.00549890	2.45236111	-0.00055314	0.00001562	0.00110703	900	900	900	900
0.23996568 	50.01054716	0.00380588	-0.00551688	2.45246124	-0.00061679	-0.00068081	-0.00015331	900	900	900	900
0.26491308 	50.27546024	0.00382909	-0.00556865	2.45257711	-0.00047351	-0.00049627	0.00120657	900	900	900	900
0.24790955 	50.52336979	0.00379542	-0.00561657	2.45273495	-0.00013278	-0.00050450	0.00255329	900	900	900	900
0.24514604 	50.76851583	0.00379379	-0.00560800	2.45285082	-0.00021048	-0.00060813	-0.00020480	900	900	900	900
0.24457574 	51.01309156	0.00372680	-0.00562860	2.45302963	-0.00056071	-0.00057200	0.00350044	900	900	900	900
0.25024319 	51.26333475	0.00370871	-0.00563383	2.45318604	-0.00014699	-0.00037902	0.00163074	900	900	900	900
0.26010060 	51.52343535	0.00372844	-0.00563841	2.45321035	-0.00081843	-0.00120002	-0.00027017	900	900	900	900
0.24070287 	51.76413822	0.00373477	-0.00565765	2.45330787	0.00023152	-0.00090909	-0.00183615	900	900	900	900
0.26506162 	52.02919984	0.00369206	-0.00566342	2.45355988	-0.00097705	-0.00087276	0.00276568	900	900	900	900
0.23994946 	52.26914930	0.00369677	-0.00564939	2.45355320	0.00019733	-0.00078788	-0.00112153	900	900	900	900
0.25936365 	52.52851295	0.00373257	-0.00569456	2.45373678	-0.00059170	-0.00115372	0.00630134	900	900	900	900
0.25074029 	52.77925324	0.00373365	-0.00568014	2.45380974	0.00025674	-0.00036847	-0.00115747	900	900	900	900
0.22384810 	53.00310135	0.00372555	-0.00568487	2.45390987	-0.00036213	-0.00126900	-0.00017930	900	900	900	900
0.26008344 	53.26318479	0.00369257	-0.00567972	2.45398688	-0.00016212	-0.00105584	-0.00007010	900	900	900	900
0.24189711 	53.50508189	0.00372702	-0.00570514	2.45424080	0.00064828	-0.00043185	0.00244209	900	900	900	900
0.26574683 	53.77082872	0.00377777	-0.00567708	2.45419073	0.00058265	0.00009585	-0.00718607	900	900	900	900
0.23979306 	54.01062179	0.00381888	-0.00567992	2.45438671	0.00057019	0.00002545	-0.00114753	900	900	900	900
0.26486111 	54.27548289	0.00386413	-0.00564576	2.45446324	0.00020626	-0.00100511	0.00174027	900	900	900	900
0.27550888 	54.55099177	0.00386286	-0.00564844	2.45453691	0.00074520	-0.00174158	-0.00000066	900	900	900	900
0.26064873 	54.81164050	0.00384513	-0.00555797	2.45458126	-0.00116539	-0.00101445	-0.00190990	900	900	900	900
0.23035836 	55.04199886	0.00384479	-0.00555141	2.45482683	-0.00080499	-0.00083807	0.00067041	900	900	900	900
0.22032690 	55.26232576	0.00382750	-0.00548337	2.45487666	-0.00118747	-0.00070389	-0.00180112	900	900	900	900
0.25002766 	55.51235342	0.00388773	-0.00548307	2.45498562	-0.00038678	0.00006853	0.00355185	900	900	900	900
0.24798536 	55.76033878	0.00393796	-0.00545685	2.45510411	0.00056705	-0.00002015	0.00533253	900	900	900	900
0.26495099 	56.02528977	0.00399310	-0.00551252	2.45512915	0.00036892	-0.00098949	-0.00069560	900	900	900	900
0.25968194 	56.28497171	0.00408095	-0.00544676	2.45509005	-0.00075810	-0.00005358	-0.00413454	900	900	900	900
0.23500967 	56.51998138	0.00408178	-0.00540777	2.45516396	-0.00117027	-0.00074615	0.00446659	900	900	900	900
0.28108835 	56.80106974	0.00415122	-0.00539704	2.45525050	-0.00081851	-0.00038495	-0.00158860	900	900	900	900
0.20953131 	57.01060104	0.00414334	-0.00535952	2.45530009	0.00036608	-0.00011255	-0.00191868	900	900	900	900
0.28039217 	57.29099321	0.00415458	-0.00538296	2.45560074	-0.00054950	-0.00037283	0.00708414	900	900	900	900
