deltaTime(s);Time(s);Roll(rad);Pitch(rad);Yaw(rad);RollSpeed(rad/s);PitchSpeed(rad/s);YawSpeed(rad/s) 
0.25102782;6.67699862;-0.00396906;0.01143122;-0.08768484;-0.00079763;-0.00079899;0.00071632 
0.25069642;6.92769504;-0.00393013;0.01140083;-0.08760451;0.00056738;-0.00039304;0.00059401 
0.25147367;7.17916870;-0.00391583;0.01140854;-0.08746636;0.00042746;-0.00055182;-0.00008432 
0.24720788;7.42637658;-0.00394571;0.01139995;-0.08740410;0.00088801;0.00009725;0.00029475 
0.25441265;7.68078923;-0.00393648;0.01136896;-0.08732884;0.00031324;-0.00067611;0.00017345 
0.25039434;7.93118358;-0.00385024;0.01135935;-0.08730313;0.00075398;0.00074265;-0.00013551 
0.24602127;8.17720485;-0.00383328;0.01138826;-0.08724492;0.00043104;0.00003744;-0.00038413 
0.24890161;8.42610645;-0.00388906;0.01135812;-0.08716258;-0.00019974;0.00043947;0.00048273 
0.24953032;8.67563677;-0.00395291;0.01138628;-0.08711732;0.00051964;-0.00038588;-0.00031607 
0.25442147;8.93005824;-0.00401940;0.01140481;-0.08700407;-0.00043570;0.00036026;0.00068306 
0.24551368;9.17557192;-0.00404111;0.01141364;-0.08689140;-0.00088623;0.00088060;0.00023970 
0.25082493;9.42639685;-0.00407383;0.01138457;-0.08677825;-0.00074528;-0.00082610;-0.00007828 
0.24955773;9.67595458;-0.00404406;0.01144120;-0.08668876;-0.00025364;0.00063303;0.00050659 
0.25500607;9.93096066;-0.00406852;0.01142458;-0.08656611;-0.00073706;-0.00001215;0.00001707 
0.24544382;10.17640448;-0.00412449;0.01146932;-0.08646744;-0.00050145;0.00039986;0.00080250 
0.25012398;10.42652845;-0.00415446;0.01144020;-0.08639710;0.00046235;0.00021885;0.00099612 
0.24941373;10.67594218;-0.00421097;0.01146789;-0.08639823;0.00027756;0.00005903;0.00007045 
0.38303638;11.05897856;-0.00420140;0.01144613;-0.08634365;0.00007297;0.00006602;0.00033459 
0.12155080;11.18052936;-0.00416240;0.01146817;-0.08621000;0.00104395;-0.00074406;0.00032991 
0.24529576;11.42582512;-0.00414051;0.01141761;-0.08611252;0.00057945;-0.00006210;0.00123128 
0.26519299;11.69101810;-0.00410410;0.01141568;-0.08603497;-0.00030638;0.00064338;0.00015237 
0.23985887;11.93087697;-0.00406450;0.01142576;-0.08605507;0.00049920;0.00026535;0.00050586 
0.24460363;12.17548060;-0.00404962;0.01143068;-0.08601148;-0.00028436;0.00066762;-0.00031940 
0.25093889;12.42641950;-0.00396674;0.01140165;-0.08600140;0.00068586;-0.00055678;-0.00088495 
0.24894905;12.67536855;-0.00398689;0.01137333;-0.08595284;-0.00008838;-0.00069099;-0.00027805 
0.25252604;12.92789459;-0.00400718;0.01136148;-0.08601324;-0.00063541;0.00038254;-0.00082112 
0.24740958;13.17530417;-0.00395076;0.01138515;-0.08602115;0.00055679;0.00007288;-0.00028426 
0.25010753;13.42541170;-0.00393450;0.01142585;-0.08600875;0.00003819;0.00026503;0.00005171 
0.26508832;13.69050002;-0.00392838;0.01140445;-0.08602007;-0.00061225;0.00003504;0.00001135 
0.23896813;13.92946815;-0.00387639;0.01146199;-0.08599802;0.00075318;-0.00058034;-0.00082509 
0.25092697;14.18039513;-0.00385398;0.01147613;-0.08593418;-0.00022159;-0.00027920;0.00016117 
0.24989128;14.43028641;-0.00386583;0.01156429;-0.08588757;-0.00025037;0.00611782;0.00378744 
0.24498010;14.67526650;-0.00389136;0.01145155;-0.08588132;0.00044192;0.00018237;0.00330229 
0.26548409;14.94075060;-0.00388514;0.01144508;-0.08594326;0.00041907;-0.00147750;-0.00214646 
0.23936820;15.18011880;-0.00392238;0.01146386;-0.08583037;-0.00077096;-0.00002410;0.00063671 
0.27128124;15.45140004;-0.00393929;0.01147471;-0.08575226;0.00011886;0.00051882;0.00074336 
0.22434783;15.67574787;-0.00393419;0.01145434;-0.08572744;0.00017934;-0.00032038;-0.00017243 
0.25010490;15.92585278;-0.00387550;0.01151702;-0.08572322;0.00087990;0.00023868;-0.00015108 
0.25274134;16.17859411;-0.00384991;0.01153991;-0.08562928;0.00018764;-0.00052646;0.00049929 
0.25198412;16.43057823;-0.00388312;0.01152208;-0.08561391;-0.00044274;0.00003877;-0.00039738 
0.24914622;16.67972445;-0.00385681;0.01150556;-0.08558875;0.00043443;-0.00066504;0.00026479 
0.25576854;16.93549299;-0.00388618;0.01152617;-0.08555889;0.00061017;0.00019714;-0.00016994 
0.24330330;17.17879629;-0.00390234;0.01153781;-0.08545480;-0.00023228;0.00000156;0.00049736 
0.26149774;17.44029403;-0.00392112;0.01150789;-0.08548207;-0.00008393;-0.00025325;-0.00025954 
0.23472166;17.67501569;-0.00396501;0.01154203;-0.08549096;-0.00006974;-0.00015640;0.00041141 
0.25026488;17.92528057;-0.00393080;0.01157694;-0.08545459;0.00049082;0.00041415;0.00041642 
0.25008225;18.17536283;-0.00397476;0.01156438;-0.08540969;-0.00012597;0.00059243;0.00009248 
0.25051928;18.42588210;-0.00401624;0.01164612;-0.08532996;-0.00007814;0.00109391;-0.00025745 
0.24953103;18.67541313;-0.00406460;0.01170030;-0.08531445;-0.00026823;0.00038284;-0.00043605 
0.25489783;18.93031096;-0.00406926;0.01174880;-0.08525268;-0.00084847;0.00019135;0.00023189 
0.24813414;19.17844510;-0.00410690;0.01170594;-0.08517460;-0.00096362;0.00018191;0.00065529 
0.25160861;19.43005371;-0.00414380;0.01172793;-0.08523577;-0.00024915;-0.00027104;0.00054283 
0.24983549;19.67988920;-0.00413803;0.01175078;-0.08514257;-0.00034165;-0.00034545;0.00075136 
0.25036240;19.93025160;-0.00409408;0.01176362;-0.08516899;0.00059711;0.00174591;0.00226475 
0.24455261;20.17480421;-0.00406926;0.01176801;-0.08520167;-0.00025784;0.00093267;-0.00024028 
0.25055408;20.42535830;-0.00405013;0.01182380;-0.08520522;0.00056681;-0.00094485;-0.00011936 
0.24937391;20.67473221;-0.00411822;0.01180001;-0.08531262;-0.00058083;-0.00011944;-0.00009344 
0.25375748;20.92848969;-0.00412615;0.01178274;-0.08530413;0.00054690;0.00037892;0.00031665 
0.24686122;21.17535090;-0.00412837;0.01182157;-0.08522934;-0.00008544;-0.00028132;-0.00084167 
0.25455308;21.42990398;-0.00417671;0.01177248;-0.08521055;-0.00009420;-0.00002833;-0.00076988 
0.24478650;21.67469049;-0.00423722;0.01174353;-0.08520660;-0.00053782;0.00057389;0.00002280 
0.25571132;21.93040180;-0.00430260;0.01168835;-0.08522963;0.00014200;-0.00066391;-0.00027860 
0.24471998;22.17512178;-0.00430896;0.01169075;-0.08519722;0.00066029;0.00048200;0.00054845 
0.25026679;22.42538857;-0.00425926;0.01168527;-0.08522854;0.00127937;-0.00019268;-0.00091914 
0.27002072;22.69540930;-0.00425566;0.01172723;-0.08532348;0.00024104;0.00057826;-0.00012805 
0.23387623;22.92928553;-0.00429294;0.01168693;-0.08536144;0.00034030;-0.00032068;-0.00024930 
0.24889970;23.17818522;-0.00426382;0.01171616;-0.08531383;0.00096984;0.00071856;0.00190005 
0.24634814;23.42453337;-0.00430446;0.01169019;-0.08535311;-0.00040642;0.00042909;0.00120144 
0.25515127;23.67968464;-0.00427675;0.01164608;-0.08539122;0.00146621;-0.00054500;-0.00014507 
0.25045943;23.93014407;-0.00429702;0.01154423;-0.08539056;-0.00011769;-0.00186135;-0.00311291 
0.24435997;24.17450404;-0.00426480;0.01160264;-0.08538577;0.00021269;-0.00037345;0.00161462 
0.25097466;24.42547870;-0.00433281;0.01166453;-0.08545333;-0.00025345;0.00111582;0.00022389 
0.25178194;24.67726064;-0.00429058;0.01168530;-0.08543903;0.00078820;-0.00025219;0.00004018 
0.24813581;24.92539644;-0.00424076;0.01177896;-0.08545964;0.00028804;-0.00114997;-0.00134792 
0.24934006;25.17473650;-0.00424232;0.01180793;-0.08540686;0.00032116;0.00006088;-0.00082646 
0.25034642;25.42508292;-0.00425453;0.01181938;-0.08539526;-0.00059612;-0.00016110;0.00100041 
0.25340867;25.67849159;-0.00422552;0.01176905;-0.08549128;-0.00054264;-0.00053462;-0.00238378 
0.25128865;25.92978024;-0.00420852;0.01178342;-0.08546977;-0.00028015;0.00070432;0.00002836 
0.26619554;26.19597578;-0.00416516;0.01178583;-0.08552100;0.00033496;0.00067582;-0.00152822 
0.46748567;26.66346145;-0.00421066;0.01178757;-0.08543650;-0.00042465;0.00070143;-0.00024157 
0.10164666;26.76510811;-0.00417969;0.01174719;-0.08545020;0.00036824;-0.00117017;0.00065186 
0.16642904;26.93153715;-0.00422796;0.01177098;-0.08549618;0.00067097;0.00043832;-0.00101103 
0.24336004;27.17489719;-0.00420946;0.01173207;-0.08549742;0.00056837;0.00113802;0.00019735 
0.24992347;27.42482066;-0.00424200;0.01166796;-0.08544092;0.00005632;0.00021297;0.00073828 
0.25002766;27.67484832;-0.00421212;0.01172912;-0.08545657;-0.00054798;-0.00002865;-0.00040425 
0.54062462;28.21547294;-0.00418366;0.01170371;-0.08541995;0.00021567;0.00187699;0.00038764 
0.21051097;28.42598391;-0.00419959;0.01169937;-0.08536683;-0.00082451;0.00233577;0.00065543 
0.22053123;28.64651513;-0.00415738;0.01161110;-0.08535815;-0.00084898;-0.00185084;-0.00032630 
0.25066948;28.89718461;-0.00406122;0.01164861;-0.08533201;0.00006741;-0.00175425;0.00094567 
0.39804840;29.29523301;-0.00412639;0.01163401;-0.08532835;-0.00041216;-0.00011100;-0.00098604 
0.54809952;29.84333253;-0.00411154;0.01161104;-0.08524212;-0.00020723;0.00024921;-0.00026048 
0.43124270;30.27457523;-0.00411659;0.01161617;-0.08521546;-0.00098498;0.00076202;-0.00053654 
0.46615934;30.74073458;-0.00405154;0.01161839;-0.08518356;0.00037749;0.00088582;0.00198344 
0.31160665;31.05234122;-0.00405176;0.01160426;-0.08516330;0.00112292;-0.00079928;0.00024213 
0.33717489;31.38951612;-0.00407868;0.01160541;-0.08515714;0.00050400;0.00009994;-0.00030205 
0.49222136;31.88173747;-0.00415200;0.01165409;-0.08513230;-0.00122082;0.00099844;0.00046332 
0.34094357;32.22268105;-0.00411741;0.01163208;-0.08518537;0.00032247;-0.00026087;-0.00170507 
0.32086611;32.54354715;-0.00407557;0.01165688;-0.08513742;-0.00050404;-0.00059845;-0.00239448 
0.40384340;32.94739056;-0.00400423;0.01162937;-0.08509762;0.00026665;0.00462009;0.00034417 
0.33154392;33.27893448;-0.00405450;0.01149811;-0.08503203;0.00038694;0.00245847;0.00942592 
0.32041907;33.59935355;-0.00403011;0.01153795;-0.08501707;0.00063451;0.00094837;0.00005741 
0.31068110;33.91003466;-0.00401876;0.01148578;-0.08493941;0.00027301;-0.00107898;0.00248892 
0.30016541;34.21020007;-0.00398698;0.01152838;-0.08474177;-0.00020907;0.00422254;0.00276570 
0.33079410;34.54099417;-0.00398886;0.01150049;-0.08489118;-0.00021193;0.00022563;0.00130946 
0.19730783;34.73830199;-0.00390762;0.01153022;-0.08477612;0.00049351;0.00225749;0.00071678 
0.38845348;35.12675548;-0.00390331;0.01158610;-0.08463132;-0.00087781;0.01002273;0.01261975 
0.31584096;35.44259644;-0.00392833;0.01155337;-0.08482858;0.00041619;0.00193213;0.00271756 
0.32130647;35.76390290;-0.00390743;0.01153868;-0.08472061;-0.00003445;-0.00144438;-0.00149778 
0.28531647;36.04921937;-0.00392725;0.01153893;-0.08471907;0.00083206;0.00033637;0.00153057 
0.29061389;36.33983326;-0.00392772;0.01155907;-0.08476203;0.00003727;-0.00032919;-0.00251150 
0.26043701;36.60027027;-0.00387686;0.01149094;-0.08462501;0.00021713;0.00347538;0.00317606 
0.51422238;37.11449265;-0.00388385;0.01141233;-0.08475263;0.00056134;-0.00002079;0.00174861 
0.41169977;37.52619243;-0.00388879;0.01133719;-0.08471172;0.00018939;-0.00350609;0.00034848 
0.40145063;37.92764306;-0.00384781;0.01129132;-0.08468387;0.00008042;-0.00025263;-0.00136226 
0.50785017;38.43549323;-0.00385062;0.01122333;-0.08449096;0.00016149;0.00051339;0.00022237 
0.44234300;38.87783623;-0.00383300;0.01120171;-0.08451495;0.00006511;-0.00057704;-0.00142868 
0.45254779;39.33038402;-0.00381884;0.01113524;-0.08451763;0.00045136;-0.00046253;-0.00088274 
0.48264527;39.81302929;-0.00381244;0.01119791;-0.08455046;0.00118595;-0.00034215;-0.00025179 
0.28458405;40.09761333;-0.00379654;0.01124808;-0.08455409;0.00048943;-0.00483667;-0.00325044 
0.28957081;40.38718414;-0.00378808;0.01120709;-0.08455920;0.00068076;-0.00223989;-0.00429541 
0.43179917;40.81898332;-0.00378595;0.01116538;-0.08443292;0.00102278;0.00242236;0.00548833 
0.42781496;41.24679828;-0.00381234;0.01114551;-0.08459209;0.00070147;0.00006521;-0.00124645 
0.38127637;41.62807465;-0.00386310;0.01118994;-0.08440021;-0.00113236;0.00143308;-0.00056388 
0.17804456;41.80611920;-0.00383282;0.01126916;-0.08437797;-0.00018005;0.00509494;0.00547453 
0.21299982;42.01911902;-0.00384995;0.01127755;-0.08439478;-0.00149979;0.00429470;0.00101061 
0.29947686;42.31859589;-0.00391567;0.01123462;-0.08433475;-0.00069096;0.00153300;0.00138145 
0.31953645;42.63813233;-0.00395230;0.01117903;-0.08432341;-0.00112578;-0.00021996;0.00048006 
0.34022164;42.97835398;-0.00398219;0.01115831;-0.08437054;-0.00058834;-0.00050199;-0.00253802 
0.34511828;43.32347226;-0.00399884;0.01117978;-0.08441151;-0.00062086;-0.00013337;-0.00123289 
0.35503411;43.67850637;-0.00397627;0.01116232;-0.08447479;-0.00014071;-0.00193398;-0.00417957 
0.35192561;44.03043199;-0.00403623;0.01116402;-0.08444131;0.00014876;-0.00448610;-0.00494970 
0.15341616;44.18384814;-0.00408768;0.01116964;-0.08455347;0.00059124;-0.00709936;-0.00621744 
0.13720417;44.32105231;-0.00404842;0.01116779;-0.08448336;0.00133576;-0.00641890;-0.00302197 
0.00518942;44.32624173;-0.00407073;0.01124461;-0.08443499;-0.00024250;-0.00140953;-0.00079282 
0.00483632;44.33107805;-0.00406862;0.01131895;-0.08430558;0.00094021;-0.00091163;0.00273528 
0.00516057;44.33623862;-0.00405043;0.01134495;-0.08428007;0.00086139;-0.00060093;0.00084235 
0.00481772;44.34105635;-0.00406366;0.01136222;-0.08422316;0.00007042;0.00008126;0.00364372 
0.16771984;44.50877619;-0.00409121;0.01136030;-0.08433603;0.00088482;0.00171208;-0.00040899 
0.14248872;44.65126491;-0.00406138;0.01141791;-0.08398648;-0.00018865;0.00365112;0.01981249 
0.01557851;44.66684341;-0.00408540;0.01144687;-0.08399551;-0.00125932;0.00384944;-0.00669636 
0.00490332;44.67174673;-0.00403714;0.01140383;-0.08395792;-0.00069469;0.00132261;0.00685589 
0.00485420;44.67660093;-0.00403585;0.01139595;-0.08417033;-0.00068753;-0.00034363;-0.00046022 
0.00475645;44.68135738;-0.00410560;0.01145001;-0.08402874;0.00037396;0.00057267;0.00241600 
0.00513434;44.68649173;-0.00410106;0.01144464;-0.08404721;0.00070136;0.00079009;-0.00040120 
0.01518202;44.70167375;-0.00405231;0.01147673;-0.08394759;-0.00009467;0.00261439;0.00600496 
0.20318174;44.90485549;-0.00400861;0.01156357;-0.08400581;0.00036113;-0.00037583;-0.00324688 
0.09654021;45.00139570;-0.00396965;0.01157524;-0.08386785;0.00046330;-0.00027858;-0.00052245 
0.00520635;45.00660205;-0.00385859;0.01154774;-0.08380147;0.00097297;0.00088949;0.00294808 
0.03028822;45.03689027;-0.00383420;0.01159381;-0.08382305;0.00043263;0.00063033;-0.00201840 
0.00475073;45.04164100;-0.00378151;0.01160617;-0.08374742;0.00066878;0.00026820;-0.00215231 
0.16265345;45.20429444;-0.00371011;0.01151418;-0.08368947;0.00023105;-0.00074621;0.00351355 
0.06120396;45.26549840;-0.00374733;0.01148124;-0.08366311;-0.00019507;0.00079811;0.00199905 
0.08630872;45.35180712;-0.00370575;0.01143553;-0.08363650;0.00045788;-0.00024906;0.00355622 
0.04568124;45.39748836;-0.00370969;0.01139379;-0.08368818;-0.00004960;0.00000488;-0.00181937 
0.04567432;45.44316268;-0.00360883;0.01149002;-0.08348708;0.00149548;0.00487652;0.00716378 
0.08136415;45.52452683;-0.00365268;0.01143968;-0.08364862;0.00116056;0.00105898;0.00054363 
0.13675570;45.66128254;-0.00367093;0.01128631;-0.08349719;-0.00080142;-0.00565446;0.00560799 
0.26004505;45.92132759;-0.00370612;0.01136161;-0.08384298;-0.00017511;-0.00034681;-0.00621353 
0.23917079;46.16049838;-0.00372461;0.01140510;-0.08368142;0.00070449;0.00548212;-0.00452540 
0.24544120;46.40593958;-0.00366752;0.01136955;-0.08331469;0.00200860;0.00156023;0.01539086 
0.25906205;46.66500163;-0.00368174;0.01136381;-0.08328684;-0.00142642;0.00008042;0.00336155 
0.24029279;46.90529442;-0.00370879;0.01144424;-0.08350776;0.00085913;-0.00106501;0.00464472 
0.24928355;47.15457797;-0.00367945;0.01137310;-0.08343878;0.00134589;0.00119089;0.00086880 
0.25525427;47.40983224;-0.00366975;0.01144640;-0.08346068;0.00170567;0.00222480;0.00710309 
0.24484324;47.65467548;-0.00361445;0.01149678;-0.08352111;0.00038507;0.00275004;-0.01268257 
0.31546378;47.97013927;-0.00363409;0.01150705;-0.08340679;0.00042443;0.00133436;0.00727925 
0.33596158;48.30610085;-0.00366896;0.01140840;-0.08359662;0.00050294;0.00078024;-0.00570555 
0.30069709;48.60679793;-0.00367189;0.01138955;-0.08333253;0.00099316;0.00078717;0.00691378 
0.32602477;48.93282270;-0.00367921;0.01145489;-0.08327977;-0.00048003;0.00528286;0.00568260 
0.30623245;49.23905516;-0.00367323;0.01136313;-0.08334058;0.00074469;0.00011341;0.00360978 
0.27007556;49.50913072;-0.00369126;0.01138166;-0.08328854;-0.00138680;0.00013492;-0.00161588 
0.27540874;49.78453946;-0.00375235;0.01133187;-0.08348525;-0.00001223;-0.00207538;-0.01425507 
0.27988362;50.06442308;-0.00375865;0.01140116;-0.08334184;-0.00025167;-0.00121977;-0.00293199 
0.27514529;50.33956838;-0.00375347;0.01133000;-0.08339523;0.00038999;-0.00060888;-0.00124831 
0.08118415;50.42075253;-0.00376352;0.01139927;-0.08341122;0.00054745;0.00095035;-0.00023595 
0.13226795;50.55302048;-0.00374177;0.01137183;-0.08330300;0.00064651;0.00040345;-0.00197059 
0.10155416;50.65457463;-0.00383329;0.01146640;-0.08324312;-0.00075734;0.00370769;0.00736179 
0.26308036;50.91765499;-0.00382190;0.01140540;-0.08331881;0.00001742;-0.00122692;-0.00251744 
0.23808980;51.15574479;-0.00379031;0.01144719;-0.08320395;0.00035407;-0.00130101;-0.00300027 
0.24709988;51.40284467;-0.00382173;0.01139356;-0.08309500;-0.00056393;-0.00210704;0.00171943 
0.25390673;51.65675139;-0.00386960;0.01136922;-0.08323704;0.00049939;-0.00085290;0.00183917 
0.24572134;51.90247273;-0.00387577;0.01135436;-0.08317569;0.00039643;-0.00057924;-0.00093874 
0.25391889;52.15639162;-0.00390832;0.01138985;-0.08313917;0.00027433;-0.00163528;-0.00376970 
0.24540949;52.40180111;-0.00396869;0.01144680;-0.08299281;-0.00008052;0.00130157;0.00110448 
0.25368381;52.65548491;-0.00399121;0.01137636;-0.08304862;0.00080701;-0.00022215;0.00062964 
0.24582243;52.90130734;-0.00403076;0.01136480;-0.08303160;-0.00038262;0.00014362;-0.00036915 
0.24990106;53.15120840;-0.00401280;0.01138979;-0.08301288;0.00031583;0.00207703;-0.00040581 
0.24991417;53.40112257;-0.00406177;0.01140627;-0.08293682;-0.00056148;0.00112969;0.00452460 
0.25449967;53.65562224;-0.00414283;0.01138342;-0.08304130;0.00011649;-0.00061318;-0.00425477 
0.24515629;53.90077853;-0.00417653;0.01138973;-0.08291598;0.00020847;-0.00114006;0.00065816 
0.25393939;54.15471792;-0.00418495;0.01141819;-0.08281504;0.00040492;-0.00011490;0.00281203 
0.24646759;54.40118551;-0.00427218;0.01136312;-0.08286270;-0.00030601;0.00186812;-0.00162922 
0.24923754;54.65042305;-0.00434220;0.01140565;-0.08280098;-0.00042929;0.00121804;0.00197726 
0.25021267;54.90063572;-0.00441734;0.01140672;-0.08275849;-0.00077087;0.00177425;0.00085711 
0.24968886;55.15032458;-0.00439003;0.01143058;-0.08273026;0.00021739;-0.00047033;0.00220520 
0.25010777;55.40043235;-0.00438159;0.01140966;-0.08276940;0.00080027;-0.00008847;-0.00003855 
0.26473546;55.66516781;-0.00441614;0.01141179;-0.08279298;0.00080953;0.00029421;0.00035823 
0.23465133;55.89981914;-0.00447748;0.01140985;-0.08270121;0.00347952;-0.00342586;0.00398619 
0.26477385;56.16459298;-0.00448506;0.01137333;-0.08271741;0.00119342;-0.00498211;-0.02197161 
0.23530412;56.39989710;-0.00447886;0.01136372;-0.08246733;-0.00141128;-0.00115012;0.00170726 
0.25439906;56.65429616;-0.00446592;0.01126803;-0.08249026;0.00024614;-0.00090378;0.00208308 
0.25040603;56.90470219;-0.00445450;0.01132153;-0.08247597;0.00013086;0.00343340;0.00020138 
0.24934530;57.15404749;-0.00440527;0.01131812;-0.08241743;0.00084572;-0.00055259;-0.00053219 
0.24566007;57.39970756;-0.00445110;0.01133211;-0.08239429;-0.00141486;-0.00070847;-0.00313368 
0.24894953;57.64865708;-0.00444681;0.01123002;-0.08227626;0.00009000;-0.00142721;-0.00181488 
0.24708390;57.89574099;-0.00444511;0.01127131;-0.08215465;-0.00066468;-0.00094716;0.00064495 
0.25312734;58.14886832;-0.00444503;0.01127708;-0.08206213;0.00009876;0.00069014;-0.00098183 
0.24993467;58.39880300;-0.00443329;0.01122746;-0.08196249;-0.00022676;-0.00147997;-0.00072174 
0.25980425;58.65860724;-0.00443204;0.01109466;-0.08192308;0.00102835;-0.00470047;-0.00218767 
0.24372911;58.90233636;-0.00452773;0.01118710;-0.08241346;-0.00072443;-0.00541820;-0.02131323 
0.24579692;59.14813328;-0.00449536;0.01135452;-0.08173463;0.00039797;0.00270608;0.00087095 
0.25494933;59.40308261;-0.00449454;0.01137006;-0.08165390;0.00020244;0.00323109;0.00627941 
0.24655581;59.64963841;-0.00456625;0.01141033;-0.08157281;-0.00070437;-0.00008425;-0.00593107 
0.25145507;59.90109348;-0.00450622;0.01129259;-0.08171999;0.00101815;-0.00156398;0.00666195 
0.24857354;60.14966702;-0.00446930;0.01125439;-0.08177418;0.00024926;0.00077430;-0.00472872 
0.24889445;60.39856148;-0.00443258;0.01131483;-0.08168358;-0.00080851;0.00249136;0.00445772 
0.24949718;60.64805865;-0.00447602;0.01131964;-0.08169275;-0.00191936;-0.00000285;-0.00054167 
0.25205874;60.90011740;-0.00441595;0.01138452;-0.08162715;0.00084694;0.00372217;0.00432241 
0.24724770;61.14736509;-0.00439745;0.01127360;-0.08165643;0.00020957;-0.00170804;-0.00013066 
0.25048494;61.39785004;-0.00434665;0.01124685;-0.08154450;0.00001795;-0.00099545;-0.00114340 
0.24937940;61.64722943;-0.00425561;0.01117879;-0.08149368;0.00045040;0.00133402;0.00176182 
0.25017953;61.89740896;-0.00428427;0.01110405;-0.08150722;0.00003843;-0.00011230;-0.00125568 
0.25078559;62.14819455;-0.00421797;0.01113970;-0.08133502;0.00063861;-0.00013051;-0.00020813 
0.24912310;62.39731765;-0.00420205;0.01120718;-0.08130106;0.00040341;0.00087197;0.00139856 
0.25386500;62.65118265;-0.00418999;0.01110600;-0.08137543;0.00029938;-0.00135284;-0.00268495 
0.24876285;62.89994550;-0.00419982;0.01107125;-0.08141687;-0.00069462;-0.00027588;-0.00012038 
0.26951718;63.16946268;-0.00416129;0.01106993;-0.08136090;0.00023252;0.00058316;-0.00043941 
0.22773075;63.39719343;-0.00417233;0.01102573;-0.08137047;-0.00031501;0.00025748;-0.00058920 
0.24932075;63.64651418;-0.00417156;0.01105090;-0.08136189;-0.00032316;0.00045265;0.00031547 
0.25543141;63.90194559;-0.00413251;0.01116173;-0.08138472;0.00028018;0.00476817;0.00259932 
0.24933672;64.15128231;-0.00410017;0.01108645;-0.08144873;0.00070774;0.00061924;0.00245346 
0.24576426;64.39704657;-0.00405296;0.01112327;-0.08145745;-0.00070205;-0.00083363;-0.00326124 
0.26503396;64.66208053;-0.00403632;0.01112247;-0.08143892;0.00016506;0.00119352;-0.00345487 
0.23441601;64.89649653;-0.00402043;0.01108631;-0.08152263;0.00004472;-0.00208888;-0.00394282 
0.25019383;65.14669037;-0.00396573;0.01111693;-0.08141487;-0.00104595;-0.00087401;-0.00032624 
0.24934816;65.39603853;-0.00389065;0.01110334;-0.08137663;0.00078308;0.00118723;0.00598091 
0.25541115;65.65144968;-0.00383326;0.01111438;-0.08145973;-0.00022305;-0.00017891;-0.00008781 
0.25010109;65.90155077;-0.00379744;0.01115964;-0.08136363;0.00056503;0.00418946;0.00515075 
