deltaTime(s)	Time(s)	Roll(rad)	Pitch(rad)	Yaw(rad)	RollSpeed(rad/s)	PitchSpeed(rad/s)	YawSpeed(rad/s)	Motor1(PWM)	Motor2(PWM)	Motor3(PWM)	Motor4(PWM)	
0.24619913 	7.60761952	-0.01022365	0.00507849	1.04331625	0.00005044	-0.00082951	0.00115603	900	900	900	900
0.26034474 	7.86796427	-0.01020031	0.00500234	1.04336894	0.00022763	-0.00113516	0.00143042	900	900	900	900
0.25964451 	8.12760878	-0.01020662	0.00492084	1.04338813	-0.00044499	-0.00122375	0.00126420	900	900	900	900
0.23245668 	8.36006546	-0.01018457	0.00484570	1.04339111	0.00015117	-0.00052794	0.00118534	900	900	900	900
0.25195146 	8.61201692	-0.01019977	0.00482166	1.04338562	-0.00016549	-0.00068563	0.00081127	900	900	900	900
0.25297308 	8.86499000	-0.01010510	0.00472910	1.04341805	0.00034429	-0.00171447	0.00144534	900	900	900	900
0.25566530 	9.12065530	-0.01005182	0.00465829	1.04347181	0.00037092	-0.00098301	0.00098861	900	900	900	900
0.23363233 	9.35428762	-0.01004792	0.00461855	1.04353094	0.00046482	-0.00148344	0.00075761	900	900	900	900
0.25329781 	9.60758543	-0.01007691	0.00463655	1.04358530	0.00003632	-0.00085040	0.00087845	900	900	900	900
0.26927710 	9.87686253	-0.01006798	0.00466817	1.04364228	-0.00008939	-0.00118313	0.00149221	900	900	900	900
0.24063134 	10.11749387	-0.01007298	0.00465224	1.04368460	-0.00069743	-0.00035649	0.00149815	900	900	900	900
0.25521564 	10.37270951	-0.01006182	0.00466327	1.04376519	-0.00043304	-0.00083302	0.00054625	900	900	900	900
0.23415160 	10.60686111	-0.01009034	0.00466732	1.04385519	-0.00115925	-0.00088509	0.00091666	900	900	900	900
0.25600362 	10.86286473	-0.01012233	0.00467086	1.04388082	-0.00018587	-0.00148030	0.00080202	900	900	900	900
0.25965023 	11.12251496	-0.01011302	0.00470656	1.04392684	0.00014337	-0.00137512	0.00053726	900	900	900	900
0.25756025 	11.38007522	-0.01020096	0.00469387	1.04396331	-0.00049811	-0.00096062	0.00038909	900	900	900	900
0.22960925 	11.60968447	-0.01016038	0.00469612	1.04396486	-0.00034321	-0.00127378	0.00031154	900	900	900	900
0.25518274 	11.86486721	-0.01009845	0.00466500	1.04396677	-0.00005059	-0.00200161	0.00146592	900	900	900	900
0.23582959 	12.10069680	-0.01012189	0.00465726	1.04402101	-0.00113977	-0.00153885	0.00135850	900	900	900	900
0.26573205 	12.36642885	-0.01016105	0.00469387	1.04407299	0.00047263	-0.00004515	0.00097433	900	900	900	900
0.25017285 	12.61660171	-0.01014277	0.00464725	1.04411900	0.00019238	-0.00083072	0.00032234	900	900	900	900
0.25410175 	12.87070346	-0.01020558	0.00465938	1.04410720	-0.00067557	-0.00082806	0.00101428	900	900	900	900
0.24132729 	13.11203074	-0.01020247	0.00471019	1.04407835	-0.00017519	-0.00059137	0.00102671	900	900	900	900
0.24430108 	13.35633183	-0.01023900	0.00470718	1.04404461	0.00064416	-0.00142343	0.00067123	900	900	900	900
0.25453305 	13.61086488	-0.01017587	0.00472307	1.04410100	0.00082359	-0.00022805	0.00109622	900	900	900	900
0.24139476 	13.85225964	-0.01021946	0.00475690	1.04414260	0.00030779	-0.00028744	0.00204905	900	900	900	900
0.25702882 	14.10928845	-0.01025667	0.00476663	1.04413223	0.00025031	-0.00230238	0.00073314	900	900	900	900
0.24701548 	14.35630393	-0.01023793	0.00479833	1.04416025	-0.00053975	-0.00156209	0.00097135	900	900	900	900
0.24531674 	14.60162067	-0.01021962	0.00477391	1.04410613	-0.00044507	-0.00092295	0.00005165	900	900	900	900
0.25538468 	14.85700536	-0.01022068	0.00477375	1.04413283	-0.00041426	-0.00278673	0.00105978	900	900	900	900
0.24714804 	15.10415339	-0.01020948	0.00490956	1.04413986	0.00082124	0.00046092	0.00091966	900	900	900	900
0.25335288 	15.35750628	-0.01025701	0.00491254	1.04421866	-0.00085665	0.00050443	0.00135208	900	900	900	900
0.25444865 	15.61195493	-0.01023883	0.00492948	1.04421782	-0.00083553	-0.00019551	0.00122007	900	900	900	900
0.25471044 	15.86666536	-0.01022577	0.00495746	1.04421306	0.00049543	-0.00085429	0.00109254	900	900	900	900
0.30093074 	16.16759610	-0.01027925	0.00499654	1.04421401	-0.00030714	0.00186870	0.00085300	900	900	900	900
0.18960857 	16.35720468	-0.01029655	0.00504458	1.04424429	0.00036497	-0.00036332	0.00126715	900	900	900	900
0.26342630 	16.62063098	-0.01033818	0.00508639	1.04426789	0.00056294	-0.00230718	0.00048361	900	900	900	900
0.23627329 	16.85690427	-0.01028755	0.00512802	1.04423380	-0.00043986	-0.00165324	-0.00008853	900	900	900	900
0.26481438 	17.12171865	-0.01028674	0.00514844	1.04427433	-0.00081075	-0.00150332	0.00121706	900	900	900	900
0.24869585 	17.37041450	-0.01034900	0.00520164	1.04423833	-0.00095430	0.00080614	0.00114564	900	900	900	900
0.30821943 	17.67863393	-0.01037419	0.00517520	1.04425812	0.00014158	-0.00004019	0.00074897	900	900	900	900
0.17721319 	17.85584712	-0.01033853	0.00520800	1.04423833	-0.00002602	-0.00144258	0.00043323	900	900	900	900
0.25097775 	18.10682487	-0.01031106	0.00523330	1.04430854	-0.00040783	-0.00070899	0.00112180	900	900	900	900
0.25183487 	18.35865974	-0.01028808	0.00529566	1.04431367	0.00085391	0.00004254	0.00078794	900	900	900	900
0.27744198 	18.63610172	-0.01031065	0.00529739	1.04433584	-0.00064217	0.00108116	0.00124328	900	900	900	900
0.21809769 	18.85419941	-0.01026546	0.00525523	1.04434943	0.00036371	-0.00298061	0.00052439	900	900	900	900
0.24767041 	19.10186982	-0.01025649	0.00529371	1.04435074	-0.00003479	-0.00171113	0.00012376	900	900	900	900
0.25718522 	19.35905504	-0.01025736	0.00538956	1.04438531	-0.00142362	-0.00111800	0.00125574	900	900	900	900
0.25649476 	19.61554980	-0.01023233	0.00536952	1.04437375	0.00119760	0.00160159	0.00103543	900	900	900	900
0.24559259 	19.86114240	-0.01026890	0.00536975	1.04441476	-0.00000617	0.00024029	0.00101319	900	900	900	900
0.26076436 	20.12190676	-0.01028064	0.00536578	1.04444945	-0.00004047	-0.00089556	0.00124028	900	900	900	900
0.25602460 	20.37793136	-0.01031400	0.00537153	1.04448605	0.00002224	-0.00156958	0.00139658	900	900	900	900
0.23846364 	20.61639500	-0.01036220	0.00534945	1.04450953	0.00068567	-0.00052575	0.00150428	900	900	900	900
0.25426936 	20.87066436	-0.01036913	0.00536857	1.04456389	0.00069661	-0.00065033	0.00091853	900	900	900	900
0.23971581 	21.11038017	-0.01037497	0.00543228	1.04462230	-0.00123615	0.00034274	0.00166356	900	900	900	900
0.29580903 	21.40618920	-0.01038199	0.00545186	1.04469609	-0.00038459	-0.00083224	0.00058199	900	900	900	900
0.19572973 	21.60191894	-0.01038459	0.00545564	1.04477131	0.00140723	0.00001999	0.00117197	900	900	900	900
0.25422812 	21.85614705	-0.01040583	0.00554427	1.04478550	0.00012466	-0.00039582	0.00139436	900	900	900	900
0.25551867 	22.11166573	-0.01042634	0.00554773	1.04484975	0.00038439	-0.00083034	0.00088645	900	900	900	900
0.24477005 	22.35643578	-0.01041488	0.00559048	1.04490173	-0.00023351	0.00017028	0.00164608	900	900	900	900
0.25862050 	22.61505628	-0.01038138	0.00556662	1.04501891	0.00028443	-0.00081195	0.00081023	900	900	900	900
0.25125647 	22.86631274	-0.01039741	0.00559666	1.04507244	-0.00058412	-0.00085380	0.00119978	900	900	900	900
0.23464751 	23.10096025	-0.01046800	0.00559256	1.04512024	-0.00077572	-0.00200882	0.00077887	900	900	900	900
0.25909472 	23.36005497	-0.01048321	0.00554520	1.04512906	0.00082011	-0.00106272	0.00025649	900	900	900	900
0.24541402 	23.60546899	-0.01050298	0.00556879	1.04518116	-0.00038029	-0.00022163	0.00121373	900	900	900	900
0.28013945 	23.88560843	-0.01054965	0.00557327	1.04521430	-0.00054998	-0.00025450	0.00062472	900	900	900	900
0.23303127 	24.11863971	-0.01060062	0.00551230	1.04530180	-0.00132849	-0.00132236	0.00014224	900	900	900	900
0.26250052 	24.38114023	-0.01057885	0.00549428	1.04540133	0.00136231	-0.00074795	0.00150729	900	900	900	900
0.22805333 	24.60919356	-0.01057296	0.00544604	1.04546511	-0.00015399	-0.00026461	0.00145445	900	900	900	900
0.26614904 	24.87534261	-0.01057531	0.00543135	1.04553258	0.00030188	0.00024614	0.00206844	900	900	900	900
0.24053741 	25.11588001	-0.01061123	0.00532882	1.04555786	-0.00017747	-0.00183664	0.00038322	900	900	900	900
0.25766253 	25.37354255	-0.01063126	0.00532484	1.04559374	0.00053109	-0.00092969	-0.00053020	900	900	900	900
0.23261142 	25.60615396	-0.01063845	0.00525744	1.04572260	-0.00102997	0.00018927	0.00085505	900	900	900	900
0.25027013 	25.85642409	-0.01063251	0.00513369	1.04578483	-0.00071101	-0.00199314	0.00041128	900	900	900	900
0.25361943 	26.11004353	-0.01062965	0.00513368	1.04588294	0.00067202	-0.00184903	0.00214437	900	900	900	900
0.26012111 	26.37016463	-0.01069457	0.00515256	1.04598677	-0.00301643	0.00100035	0.00185854	900	900	900	900
0.25053477 	26.62069941	-0.01069846	0.00506761	1.04606056	0.00027719	-0.00114786	0.00213351	900	900	900	900
0.25437403 	26.87507343	-0.01066358	0.00500429	1.04611206	-0.00076032	-0.00121759	0.00047541	900	900	900	900
0.23983550 	27.11490893	-0.01060969	0.00493109	1.04621792	0.00068612	-0.00161968	0.00101223	900	900	900	900
0.27415228 	27.38906121	-0.01065704	0.00492912	1.04631341	0.00014586	0.00077009	0.00193709	900	900	900	900
0.22659111 	27.61565232	-0.01061306	0.00488732	1.04638100	-0.00120146	0.00021608	0.00111654	900	900	900	900
0.24993706 	27.86558938	-0.01061536	0.00490684	1.04643619	-0.00251508	0.00041846	0.00064392	900	900	900	900
0.23838687 	28.10397625	-0.01070800	0.00485586	1.04647672	-0.00169426	-0.00150909	0.00104751	900	900	900	900
0.26139235 	28.36536860	-0.01062982	0.00481267	1.04652965	0.00015878	-0.00368487	0.00024190	900	900	900	900
0.23785090 	28.60321951	-0.01063838	0.00484475	1.04652262	-0.00076935	-0.00353563	-0.00023414	900	900	900	900
0.26271844 	28.86593795	-0.01065342	0.00484933	1.04662859	-0.00093172	0.00154820	0.00286306	900	900	900	900
0.24447179 	29.11040974	-0.01057488	0.00479164	1.04664505	-0.00036569	0.00132612	0.00089730	900	900	900	900
0.25584841 	29.36625814	-0.01054598	0.00474280	1.04672158	0.00117530	-0.00287757	0.00084805	900	900	900	900
0.29536700 	29.66162515	-0.01056847	0.00478244	1.04681468	-0.00019799	-0.00231495	-0.00009064	900	900	900	900
0.20785928 	29.86948442	-0.01054952	0.00486467	1.04689240	-0.00009863	-0.00010186	0.00120111	900	900	900	900
0.26053739 	30.13002181	-0.01050119	0.00474135	1.04691648	-0.00066141	0.00043047	0.00119683	900	900	900	900
0.22869277 	30.35871458	-0.01048074	0.00463237	1.04696751	0.00007616	-0.00322788	0.00054761	900	900	900	900
0.27475286 	30.63346744	-0.01046521	0.00472190	1.04707599	0.00062696	-0.00430896	0.00069276	900	900	900	900
0.24270630 	30.87617373	-0.01037465	0.00479367	1.04714465	0.00048193	-0.00070651	0.00122994	900	900	900	900
0.29595065 	31.17212439	-0.01037245	0.00468263	1.04714465	-0.00166286	-0.00120451	-0.00006931	900	900	900	900
0.29056621 	31.46269059	-0.01032151	0.00470058	1.04723108	0.00002888	-0.00231050	0.00089054	900	900	900	900
0.29607511 	31.75876570	-0.01035231	0.00483027	1.04732060	-0.00063214	-0.00087701	0.00038901	900	900	900	900
0.27996993 	32.03873563	-0.01031910	0.00485871	1.04744327	-0.00041522	0.00057712	0.00231793	900	900	900	900
0.26604891 	32.30478454	-0.01034585	0.00479255	1.04748273	-0.00076643	-0.00127079	0.00079997	900	900	900	900
0.24980044 	32.55458498	-0.01036113	0.00478313	1.04761994	-0.00020891	-0.00184259	0.00222578	900	900	900	900
0.31154037 	32.86612535	-0.01039383	0.00477165	1.04775631	-0.00089778	-0.00084229	0.00118182	900	900	900	900
0.22963166 	33.09575701	-0.01037275	0.00478290	1.04779088	-0.00005494	-0.00151555	0.00162596	900	900	900	900
0.21929669 	33.31505370	-0.01029877	0.00483117	1.04790521	0.00032019	-0.00060612	0.00084733	900	900	900	900
0.27530074 	33.59035444	-0.01030317	0.00482616	1.04796827	0.00014622	-0.00017446	0.00083041	900	900	900	900
0.31169510 	33.90204954	-0.01023379	0.00478477	1.04805017	0.00043073	-0.00112207	0.00082409	900	900	900	900
0.22421861 	34.12626815	-0.01021205	0.00480076	1.04806006	0.00018347	-0.00199724	-0.00068925	900	900	900	900
0.32131386 	34.44758201	-0.01018219	0.00485893	1.04821110	-0.00078296	0.00043141	0.00244354	900	900	900	900
0.20916057 	34.65674257	-0.01015630	0.00489576	1.04825020	0.00099793	-0.00015659	0.00214990	900	900	900	900
0.28061366 	34.93735623	-0.01020110	0.00499008	1.04828060	0.00109792	0.00270220	0.00179637	900	900	900	900
0.19919968 	35.13655591	-0.01019931	0.00500637	1.04835820	-0.00035016	0.00159868	0.00164901	900	900	900	900
0.20940971 	35.34596562	-0.01015683	0.00497149	1.04840267	-0.00034243	-0.00119643	0.00144355	900	900	900	900
0.26498055 	35.61094618	-0.01014127	0.00496561	1.04843104	0.00257431	-0.00316777	0.00183923	900	900	900	900
0.30217409 	35.91312027	-0.01016764	0.00505063	1.04850280	0.00058514	-0.00106742	0.00061740	900	900	900	900
0.18862033 	36.10174060	-0.01020374	0.00504738	1.04856002	-0.00019097	0.00050280	0.00116114	900	900	900	900
0.36446714 	36.46620774	-0.01019738	0.00503703	1.04862022	0.00322486	-0.00328009	0.00104887	900	900	900	900
0.66224813 	37.12845588	-0.01018558	0.00503285	1.04872060	0.00220456	-0.00259575	0.00215443	900	900	900	900
0.61647749 	37.74493337	-0.01015310	0.00510860	1.04876184	0.00277707	0.00141610	0.00142268	900	900	900	900
0.60690331 	38.35183668	-0.01018924	0.00509481	1.04878163	0.00168373	-0.00104461	0.00173815	900	900	900	900
0.55678844 	38.90862513	-0.01020607	0.00504403	1.04883838	0.00045087	-0.00311374	0.00105795	900	900	900	900
0.48376250 	39.39238763	-0.01020282	0.00511696	1.04893494	-0.00175411	-0.00042682	0.00314904	900	900	900	900
0.29680443 	39.68919206	-0.01017891	0.00516314	1.04894602	0.00267058	-0.00290324	-0.00109742	900	900	900	900
0.24649787 	39.93568993	-0.01022869	0.00519407	1.04900634	-0.00094550	0.00334095	0.00382515	900	900	900	900
0.39563298 	40.33132291	-0.01021367	0.00509061	1.04896510	-0.00099490	0.00150416	-0.00002430	900	900	900	900
0.62971878 	40.96104169	-0.01020384	0.00503650	1.04891217	-0.00150670	-0.00282793	0.00119095	900	900	900	900
0.66565466 	41.62669635	-0.01018818	0.00500581	1.04893982	-0.00130269	-0.00212739	0.00034368	900	900	900	900
0.38643622 	42.01313257	-0.01010782	0.00506284	1.04891050	-0.00063024	-0.00197053	0.00065071	900	900	900	900
0.27788258 	42.29101515	-0.01017092	0.00512423	1.04888093	-0.00870480	0.00017408	0.00031606	900	900	900	900
0.19801450 	42.48902965	-0.01002327	0.00514398	1.04885185	-0.00055534	0.00640577	-0.00265229	900	900	900	900
0.30911565 	42.79814529	-0.00995550	0.00508788	1.04902101	0.00060385	-0.00386528	0.00667672	900	900	900	900
0.46033859 	43.25848389	-0.00999193	0.00523462	1.04896641	0.00040601	-0.00171044	0.00076842	900	900	900	900
0.68719363 	43.94567752	-0.00994083	0.00521440	1.04906881	-0.00112391	0.00206415	-0.00141316	900	900	900	900
0.66449523 	44.61017275	-0.00994659	0.00516237	1.04909647	-0.00094544	-0.00285583	-0.00048337	900	900	900	900
0.61288333 	45.22305608	-0.00991234	0.00524059	1.04916406	0.00009183	-0.00305222	0.00080486	900	900	900	900
0.63259983 	45.85565591	-0.00985190	0.00537488	1.04920793	0.00159835	-0.00003446	0.00244163	900	900	900	900
0.36223149 	46.21788740	-0.00981191	0.00546173	1.04918897	0.00018450	0.00152450	0.00120777	900	900	900	900
0.57852316 	46.79641056	-0.00984609	0.00536382	1.04917753	-0.00149649	-0.00076092	-0.00121350	900	900	900	900
0.45016408 	47.24657464	-0.00991349	0.00539364	1.04910028	-0.00101271	-0.00121843	-0.00154911	900	900	900	900
0.42840767 	47.67498231	-0.00991720	0.00541981	1.04915559	0.00105185	-0.00205376	-0.00063394	900	900	900	900
0.42981505 	48.10479736	-0.00984519	0.00543078	1.04925656	-0.00040466	-0.00029667	0.00299372	900	900	900	900
0.42939234 	48.53418970	-0.00981344	0.00545069	1.04928827	0.00005875	0.00022701	0.00261960	900	900	900	900
0.45440769 	48.98859739	-0.00980335	0.00539850	1.04927099	-0.00056257	-0.00160632	0.00021683	900	900	900	900
0.44668531 	49.43528271	-0.00982596	0.00541025	1.04921520	0.00023138	-0.00076884	0.00043826	900	900	900	900
0.43361425 	49.86889696	-0.00980172	0.00543625	1.04920983	0.00033721	-0.00085091	0.00111772	900	900	900	900
0.13940907 	50.00830603	-0.00981667	0.00539932	1.04917932	-0.00082680	-0.00126457	0.00088602	900	900	900	900
0.09665298 	50.10495901	-0.00981811	0.00545259	1.04910839	0.00010977	-0.00146029	0.00153902	900	900	900	900
0.28273773 	50.38769674	-0.00980440	0.00548186	1.04901230	0.00031462	-0.00105649	0.00096801	900	900	900	900
0.44720387 	50.83490062	-0.00980319	0.00549101	1.04896283	0.00086452	0.00033082	0.00182751	900	900	900	900
0.55128956 	51.38619018	-0.00975220	0.00548877	1.04891372	-0.00025789	0.00043769	0.00094858	900	900	900	900
0.12223172 	51.50842190	-0.00976634	0.00543735	1.04886210	-0.00006642	-0.00192844	0.00085063	900	900	900	900
0.16314626 	51.67156816	-0.00974729	0.00541312	1.04881477	-0.00027250	-0.00065861	0.00114316	900	900	900	900
0.06086040 	51.73242855	-0.00978235	0.00532979	1.04877913	-0.00059908	-0.00141977	0.00064064	900	900	900	900
0.09651351 	51.82894206	-0.00982436	0.00530318	1.04875433	-0.00079696	-0.00213386	0.00091537	900	900	900	900
0.06645989 	51.89540195	-0.00983733	0.00527781	1.04875588	0.00045838	-0.00140783	0.00113460	900	900	900	900
0.08123493 	51.97663689	-0.00979627	0.00521101	1.04873621	0.00060193	-0.00157452	0.00164419	900	900	900	900
0.04049206 	52.01712894	-0.00987101	0.00522645	1.04878652	-0.00056068	-0.00031171	0.00094474	900	900	900	900
0.11162138 	52.12875032	-0.00988265	0.00510623	1.04886031	-0.00044218	-0.00157296	0.00060253	900	900	900	900
0.09695196 	52.22570229	-0.00987317	0.00505488	1.04893279	-0.00021778	-0.00168559	0.00107011	900	900	900	900
0.12206602 	52.34776831	-0.00982535	0.00498673	1.04898989	0.00018338	-0.00024219	0.00226714	900	900	900	900
0.18291879 	52.53068709	-0.00983073	0.00494485	1.04907966	0.00084234	-0.00131487	0.00289239	900	900	900	900
0.17272639 	52.70341349	-0.00979876	0.00492326	1.04909492	0.00011356	0.00126939	0.00201369	900	900	900	900
0.13774347 	52.84115696	-0.00982626	0.00487481	1.04901016	0.00063656	-0.00065950	-0.00114980	900	900	900	900
0.03541350 	52.87657046	-0.00988283	0.00483002	1.04905987	-0.00115774	-0.00247495	-0.00028432	900	900	900	900
0.12194753 	52.99851799	-0.00989104	0.00482704	1.04908431	-0.00076901	-0.00109987	0.00140109	900	900	900	900
0.22933245 	53.22785044	-0.00987631	0.00480262	1.04908454	0.00063805	0.00062666	0.00262497	900	900	900	900
0.19336534 	53.42121577	-0.00994373	0.00478060	1.04907942	-0.00107613	-0.00055215	-0.00015655	900	900	900	900
0.15761161 	53.57882738	-0.00997849	0.00472446	1.04912972	0.00017408	-0.00237514	0.00131285	900	900	900	900
0.12184095 	53.70066833	-0.01000558	0.00469189	1.04910290	-0.00090556	-0.00245689	-0.00088771	900	900	900	900
0.06095481 	53.76162314	-0.01000317	0.00467331	1.04916191	-0.00032050	-0.00126512	0.00191021	900	900	900	900
0.09697127 	53.85859442	-0.01001279	0.00464615	1.04915905	0.00042479	-0.00004774	0.00232370	900	900	900	900
0.04555559 	53.90415001	-0.01006934	0.00462195	1.04907250	-0.00108117	-0.00131685	0.00125752	900	900	900	900
0.02518702 	53.92933702	-0.01007339	0.00456460	1.04904425	-0.00013076	-0.00123282	0.00207195	900	900	900	900
0.11678767 	54.04612470	-0.01012330	0.00450660	1.04903269	-0.00126147	-0.00050342	0.00114662	900	900	900	900
0.16869497 	54.21481967	-0.01013028	0.00452715	1.04911661	0.00005219	-0.00110048	0.00181459	900	900	900	900
0.00473857 	54.21955824	-0.01008446	0.00455584	1.04921126	0.00041591	-0.00040389	0.00226116	900	900	900	900
0.17660022 	54.39615846	-0.01005878	0.00451259	1.04924607	0.00104167	-0.00143226	0.00164727	900	900	900	900
0.39045882 	54.78661728	-0.00999932	0.00449277	1.04927695	0.00060771	0.00019255	0.00086613	900	900	900	900
0.26043272 	55.04705000	-0.00999654	0.00449778	1.04930711	-0.00040490	-0.00233226	-0.00035634	900	900	900	900
0.33235669 	55.37940669	-0.00995763	0.00451993	1.04945624	-0.00162314	-0.00195712	0.00246362	900	900	900	900
0.46163750 	55.84104419	-0.00988874	0.00451645	1.04949236	0.00084530	-0.00211073	-0.00252911	900	900	900	900
0.44315314 	56.28419733	-0.00977958	0.00444778	1.04972827	0.00060255	-0.00023783	0.00479953	900	900	900	900
0.30603027 	56.59022760	-0.00976170	0.00446428	1.04973662	-0.00022515	0.00004965	0.00164854	900	900	900	900
0.13369775 	56.72392535	-0.00974868	0.00447337	1.04980087	-0.00018102	-0.00246545	0.00129999	900	900	900	900
0.27623773 	57.00016308	-0.00971808	0.00449267	1.05000889	0.00094475	-0.00057277	0.00132252	900	900	900	900
0.30089188 	57.30105495	-0.00969986	0.00452467	1.05009496	0.00000671	0.00048152	-0.00011216	900	900	900	900
0.26557350 	57.56662846	-0.00968108	0.00452585	1.05019486	0.00034343	-0.00169176	-0.00009496	900	900	900	900
0.32313013 	57.88975859	-0.00968659	0.00454310	1.05028391	0.00079107	-0.00124872	0.00279411	900	900	900	900
0.23999882 	58.12975740	-0.00971970	0.00458430	1.05031490	-0.00014016	0.00027344	0.00045602	900	900	900	900
0.26512337 	58.39488077	-0.00977632	0.00457632	1.05044413	-0.00093577	-0.00172804	0.00060956	900	900	900	900
0.25531125 	58.65019202	-0.00983403	0.00458896	1.05050147	-0.00077082	-0.00088124	0.00272110	900	900	900	900
0.22962832 	58.87982035	-0.00979031	0.00465425	1.05054116	0.00048981	-0.00042497	0.00027209	900	900	900	900
0.22973824 	59.10955858	-0.00971439	0.00467660	1.05056524	-0.00066032	-0.00518402	0.00137313	900	900	900	900
0.23604870 	59.34560728	-0.01000882	0.00468859	1.05049086	0.00098150	-0.00184935	-0.00041392	900	900	900	900
0.22022271 	59.56582999	-0.01015551	0.00469746	1.05058241	-0.00013437	0.00225433	0.00176113	900	900	900	900
0.20950985 	59.77533984	-0.01010854	0.00469430	1.05065405	0.00065413	-0.00180265	0.00226818	900	900	900	900
0.20950294 	59.98484278	-0.01011062	0.00480293	1.05070269	0.00101822	-0.00255602	0.00096321	900	900	900	900
0.20973420 	60.19457698	-0.01009632	0.00486159	1.05076957	0.00119654	0.00053303	0.00117373	900	900	900	900
0.22026873 	60.41484571	-0.01013841	0.00486726	1.05088842	-0.00053518	-0.00035861	0.00149463	900	900	900	900
0.21493387 	60.62977958	-0.01014296	0.00489696	1.05091894	-0.00033520	-0.00126210	0.00115443	900	900	900	900
0.23121095 	60.86099052	-0.01019414	0.00491756	1.05099738	-0.00098256	-0.00116232	0.00148404	900	900	900	900
0.20968151 	61.07067204	-0.01018108	0.00493545	1.05104065	-0.00056024	-0.00084041	0.00129372	900	900	900	900
0.22033024 	61.29100227	-0.01021330	0.00489982	1.05115139	0.00020353	-0.00136438	0.00144548	900	900	900	900
