deltaTime(s)	Time(s)	Roll(rad)	Pitch(rad)	Yaw(rad)	RollSpeed(rad/s)	PitchSpeed(rad/s)	YawSpeed(rad/s)	Motor1(PWM)	Motor2(PWM)	Motor3(PWM)	Motor4(PWM)	
0.20916915	33.69616556	0.00269753	0.00230071	2.48795581	-0.00027393	-0.00067827	-0.00066878	900	900	900	900
0.22424769	33.92041326	0.00259398	0.00222070	2.48795772	-0.00022305	-0.00217330	0.00306192	900	900	900	900
0.21423817	34.13465142	0.00261552	0.00219177	2.48781347	-0.00134963	-0.00066048	0.00024998	900	900	900	900
0.25523424	34.38988566	0.00263774	0.00224678	2.48780584	0.00056655	0.00064784	-0.00039863	900	900	900	900
0.24530983	34.63519549	0.00267589	0.00225530	2.48779607	0.00106070	-0.00040240	-0.00155736	900	900	900	900
0.20920706	34.84440255	0.00267252	0.00225984	2.48774385	0.00030815	-0.00058188	-0.00100597	900	900	900	900
0.19903350	35.04343605	0.00267169	0.00220357	2.48768735	0.00034492	-0.00013637	-0.00044366	900	900	900	900
0.21979856	35.26323462	0.00263378	0.00222700	2.48763466	-0.00001006	0.00018841	-0.00067382	900	900	900	900
0.22435784	35.48759246	0.00260381	0.00223882	2.48755527	0.00034830	0.00007391	-0.00090259	900	900	900	900
0.20907807	35.69667053	0.00257019	0.00218058	2.48752046	-0.00019357	-0.00027222	-0.00022149	900	900	900	900
0.22475171	35.92142224	0.00261226	0.00214045	2.48739839	-0.00059419	0.00014813	-0.00055544	900	900	900	900
0.23572397	36.15714622	0.00257342	0.00218145	2.48738790	-0.00053423	-0.00114999	0.00029405	900	900	900	900
0.23007536	36.38722157	0.00252249	0.00214490	2.48734856	-0.00044868	-0.00100513	0.00044960	900	900	900	900
0.22964907	36.61687064	0.00255291	0.00211822	2.48730516	-0.00070790	-0.00130594	0.00054180	900	900	900	900
0.19910455	36.81597519	0.00252646	0.00209758	2.48728395	-0.00127436	-0.00040722	0.00038547	900	900	900	900
0.21978951	37.03576469	0.00248389	0.00213131	2.48733974	-0.00114751	0.00050295	-0.00040912	900	900	900	900
0.19909215	37.23485684	0.00245401	0.00206184	2.48735094	0.00040253	-0.00075830	0.00011811	900	900	900	900
0.22939920	37.46425605	0.00248291	0.00203609	2.48738241	0.00052975	0.00029353	0.00027130	900	900	900	900
0.20411968	37.66837573	0.00250067	0.00204376	2.48736000	0.00044759	0.00017671	-0.00064125	900	900	900	900
0.22479391	37.89316964	0.00252767	0.00204110	2.48735142	0.00007063	0.00130320	-0.00053944	900	900	900	900
0.21942639	38.11259604	0.00255581	0.00211660	2.48735189	0.00010903	0.00096443	0.00043717	900	900	900	900
0.27009296	38.38268900	0.00250376	0.00197308	2.48729563	-0.00001487	-0.00236191	0.00037396	900	900	900	900
