deltaTime(s);Time(s);Roll(rad);Pitch(rad);Yaw(rad);RollSpeed(rad/s);PitchSpeed(rad/s);YawSpeed(rad/s) 
0.26173496;15.83431268;0.01017255;-0.01082350;1.47497404;-0.00121019;-0.00006403;0.00296106 
0.23710060;16.07141328;0.01012248;-0.01083349;1.47490788;-0.00066891;-0.00087561;-0.00076657 
0.24947000;16.32088327;0.01010570;-0.01089153;1.47489619;-0.00082835;-0.00064642;0.00209907 
0.24844241;16.56932569;0.01005514;-0.01095617;1.47482300;-0.00035953;-0.00145392;0.00316907 
0.25494289;16.82426858;0.00999818;-0.01100707;1.47482061;-0.00002687;-0.00069265;0.00322053 
0.25003767;17.07430625;0.00994939;-0.01107755;1.47483277;-0.00038327;-0.00014101;0.00132531 
0.24689198;17.32119823;0.00996656;-0.01113217;1.47477150;0.00010359;-0.00052628;0.00143884 
0.24769258;17.56889081;0.00996980;-0.01120409;1.47471821;-0.00017671;-0.00166100;0.00302206 
0.25010610;17.81899691;0.00992344;-0.01123048;1.47479272;-0.00077132;-0.00012690;0.00380113 
0.26507258;18.08406949;0.00991444;-0.01129150;1.47473025;-0.00016230;-0.00140002;0.00363986 
0.23834443;18.32241392;0.00985770;-0.01130621;1.47469687;-0.00020272;-0.00004380;0.00318477 
0.24998450;18.57239842;0.00990736;-0.01135712;1.47468758;0.00065850;-0.00185236;0.00355819 
0.25147748;18.82387590;0.00977985;-0.01140459;1.47467113;-0.00092221;-0.00099958;0.00230891 
0.24835491;19.07223082;0.00988204;-0.01145895;1.47459602;0.00149334;-0.00071806;0.00152551 
0.24666929;19.31890011;0.01002965;-0.01146864;1.47450805;0.00049154;-0.00098382;0.00083267 
0.25355744;19.57245755;0.01006444;-0.01149444;1.47450948;0.00028653;-0.00049242;0.00185246 
0.24425149;19.81670904;0.01005477;-0.01148601;1.47449028;0.00015255;-0.00011391;0.00223051 
0.25407124;20.07078028;0.01009588;-0.01151111;1.47445107;0.00013190;-0.00110144;0.00213151 
0.25297236;20.32375264;0.01012637;-0.01148375;1.47435510;0.00035048;-0.00022110;0.00162764 
0.25007224;20.57382488;0.01013074;-0.01152185;1.47425461;0.00061305;-0.00431276;0.00061181 
0.24907136;20.82289624;0.01005988;-0.01142898;1.47424293;-0.00030701;0.00033341;0.00152595 
0.25592518;21.07882142;0.01001181;-0.01137139;1.47417963;-0.00029743;-0.00086405;0.00183487 
0.24002671;21.31884813;0.00999559;-0.01130293;1.47416675;-0.00112339;-0.00100209;0.00331735 
0.24973011;21.56857824;0.01004334;-0.01129481;1.47407019;0.00133481;-0.00086450;0.00189504 
0.25168800;21.82026625;0.01007769;-0.01126415;1.47406709;0.00007881;-0.00063001;0.00254810 
0.24843097;22.06869721;0.01014254;-0.01122409;1.47406673;-0.00048450;-0.00071312;0.00366645 
0.24983382;22.31853104;0.01018434;-0.01120300;1.47396326;0.00021081;-0.00002553;0.00031843 
0.24997640;22.56850743;0.01021009;-0.01120871;1.47388399;-0.00033315;0.00018327;0.00046235 
0.26047421;22.82898164;0.01011533;-0.01117089;1.47385311;-0.00076810;-0.00055395;0.00232840 
0.24215436;23.07113600;0.01011841;-0.01114826;1.47374082;0.00074241;-0.00110641;0.00239702 
0.25275087;23.32388687;0.01006987;-0.01110927;1.47377634;-0.00082535;-0.00071127;0.00228193 
0.24524283;23.56912971;0.01007782;-0.01105940;1.47364962;0.00035090;-0.00118235;0.00271928 
0.28529811;23.85442781;0.01006848;-0.01099662;1.47360349;0.00025046;-0.00057688;0.00161151 
0.21794558;24.07237339;0.01008186;-0.01100819;1.47353971;-0.00007723;-0.00090510;0.00381506 
0.24950433;24.32187772;0.01009774;-0.01096350;1.47345471;0.00017572;-0.00135996;0.00166614 
0.24651980;24.56839752;0.01022813;-0.01102826;1.47333980;0.00169538;-0.00217169;0.00142458 
0.25001717;24.81841469;0.01038121;-0.01109395;1.47322679;-0.00018653;-0.00116684;0.00201267 
0.25116467;25.06957936;0.01034593;-0.01107198;1.47322237;-0.00017720;-0.00071834;0.00269770 
0.26409388;25.33367324;0.01026706;-0.01100931;1.47311449;-0.00034937;-0.00066267;0.00245200 
0.23983574;25.57350898;0.01024758;-0.01099353;1.47301543;-0.00013032;0.00011824;0.00157766 
0.25999331;25.83350229;0.01022246;-0.01093515;1.47292674;-0.00096720;-0.00083214;0.00246154 
0.23883581;26.07233810;0.01020330;-0.01090267;1.47282112;0.00002002;-0.00069508;0.00172460 
0.25094295;26.32328105;0.01012245;-0.01078895;1.47283661;-0.00014553;0.00051590;0.00194356 
0.24869943;26.57198048;0.01013490;-0.01074411;1.47274899;-0.00032535;-0.00076627;0.00242171 
0.25108385;26.82306433;0.00996119;-0.01066981;1.47277510;-0.00169293;0.00132143;-0.00871571 
0.25026512;27.07332945;0.00995728;-0.01062131;1.47267926;-0.00015365;-0.00182407;0.00967208 
0.24491596;27.31824541;0.00988840;-0.01056567;1.47264135;-0.00015000;0.00001654;-0.00018034 
0.25338864;27.57163405;0.00986722;-0.01057672;1.47260261;-0.00182217;-0.00353417;0.00248699 
0.25154424;27.82317829;0.00998960;-0.01065597;1.47247577;0.00183623;-0.00179127;0.00116326 
0.24493122;28.06810951;0.01006818;-0.01068330;1.47248864;-0.00037295;-0.00112460;0.00339449 
0.25036788;28.31847739;0.01011383;-0.01065580;1.47240305;-0.00082616;-0.00023593;0.00089057 
0.25502920;28.57350659;0.01012656;-0.01068540;1.47240245;-0.00009316;-0.00054451;0.00236846 
0.26364017;28.83714676;0.01013222;-0.01072287;1.47239780;0.00071861;-0.00121362;0.00136067 
0.23586655;29.07301331;0.01015855;-0.01075751;1.47243941;0.00092841;-0.00120451;0.00319437 
0.25006580;29.32307911;0.01020489;-0.01068704;1.47233975;0.00027810;-0.00115496;0.00114746 
0.24501181;29.56809092;0.01025292;-0.01066318;1.47231936;-0.00001775;-0.00037278;0.00168801 
0.25000811;29.81809902;0.01021230;-0.01062408;1.47234237;-0.00059865;0.00010370;0.00517597 
0.25502396;30.07312298;0.01027550;-0.01066675;1.47227180;0.00023845;-0.00210087;0.00225485 
0.24965048;30.32277346;0.01034740;-0.01059454;1.47221041;-0.00047027;0.00009730;0.00087474 
0.24869418;30.57146764;0.01039581;-0.01063065;1.47220016;0.00026921;-0.00154518;0.00249343 
0.24774218;30.81920981;0.01037482;-0.01060396;1.47221994;0.00047935;-0.00061600;0.00191615 
0.25375581;31.07296562;0.01038382;-0.01060126;1.47217584;0.00047132;-0.00020338;0.00295433 
0.24512267;31.31808829;0.01041779;-0.01059727;1.47208810;-0.00014836;-0.00051681;0.00188182 
0.25027633;31.56836462;0.01044198;-0.01059832;1.47208714;-0.00015427;-0.00081933;0.00137984 
0.24954343;31.81790805;0.01049156;-0.01054801;1.47205472;0.00037626;-0.00025373;0.00205146 
0.25011587;32.06802392;0.01048188;-0.01054965;1.47200775;-0.00104476;-0.00089658;0.00250362 
0.25504637;32.32307029;0.01047471;-0.01050117;1.47192323;-0.00071822;-0.00041728;0.00254044 
0.24976707;32.57283735;0.01050576;-0.01052929;1.47195959;-0.00064027;-0.00066968;0.00272587 
0.24809742;32.82093477;0.01060247;-0.01063389;1.47187734;-0.00052314;-0.00110381;0.00239584 
0.24725795;33.06819272;0.00992976;-0.01018010;1.47190368;-0.02149750;0.01201348;0.00684570 
0.25001121;33.31820393;0.00979273;-0.01022185;1.47152579;0.00021197;0.00418209;-0.05285167 
0.25319028;33.57139421;0.00979446;-0.01039057;1.47221291;-0.00018241;-0.00332877;0.01744775 
0.24661994;33.81801414;0.01052216;-0.01054050;1.47166395;0.00247248;-0.00090531;-0.00080279 
0.25450325;34.07251740;0.01051734;-0.01067987;1.47191942;-0.00031948;-0.00038406;0.00113474 
0.26070142;34.33321881;0.01056947;-0.01073853;1.47181284;-0.00018584;-0.00202631;0.00511799 
0.23988175;34.57310057;0.01057708;-0.01075749;1.47187066;-0.00046510;-0.00031296;0.00062093 
0.24944019;34.82254076;0.01060860;-0.01073099;1.47189093;-0.00071729;-0.00037399;0.00249231 
0.24514985;35.06769061;0.01062645;-0.01081544;1.47185731;0.00011154;-0.00049665;0.00048861 
0.24987483;35.31756544;0.01052521;-0.01084403;1.47193885;0.00038143;-0.00088255;0.00268372 
0.25040793;35.56797338;0.01049695;-0.01089604;1.47183359;-0.00003038;-0.00071914;0.00073705 
0.24999976;35.81797314;0.01028514;-0.01073832;1.47198629;0.00001970;0.00009586;-0.00100947 
0.25456309;36.07253623;0.01047767;-0.01086266;1.47189844;0.00121509;-0.00178102;0.00178681 
0.24498510;36.31752133;0.01043598;-0.01088829;1.47196114;-0.00177089;0.00110400;0.00008727 
0.24998951;36.56751084;0.01038307;-0.01095163;1.47195566;0.00007359;-0.00173810;0.00408192 
0.25364900;36.82115984;0.01031085;-0.01094523;1.47194445;-0.00036490;0.00019205;-0.00206006 
0.24808002;37.06923985;0.01032087;-0.01099607;1.47197068;-0.00002478;-0.00138762;0.00300745 
0.25329757;37.32253742;0.01034971;-0.01101130;1.47183990;-0.00025171;-0.00054882;0.00000420 
0.24863291;37.57117033;0.01031428;-0.01101996;1.47183526;-0.00025906;-0.00059424;0.00108958 
0.24665642;37.81782675;0.01028150;-0.01107213;1.47182906;0.00000037;-0.00202795;0.00333406 
0.24953699;38.06736374;0.01026337;-0.01106912;1.47186852;-0.00125870;-0.00023668;0.00051526 
0.25507355;38.32243729;0.01032803;-0.01109219;1.47188950;0.00091970;-0.00047043;0.00320479 
0.25012970;38.57256699;0.01031915;-0.01108498;1.47186399;-0.00054071;0.00010235;0.00061733 
0.24480367;38.81737065;0.01029248;-0.01112248;1.47192073;0.00000792;-0.00114897;0.00261793 
0.24998856;39.06735921;0.01026349;-0.01108121;1.47193873;-0.00008066;0.00041900;0.00230984 
0.25007963;39.31743884;0.01028199;-0.01110883;1.47194993;0.00009784;-0.00069560;0.00267507 
0.24984074;39.56727958;0.01029331;-0.01112250;1.47200084;-0.00081117;0.00013604;0.00207856 
0.25117397;39.81845355;0.01032556;-0.01119073;1.47203326;0.00040494;-0.00118857;0.00244926 
0.25415349;40.07260704;0.01028681;-0.01122025;1.47209454;-0.00012359;-0.00150042;0.00364803 
0.24944663;40.32205367;0.01029094;-0.01118443;1.47206938;-0.00023735;0.00010921;0.00128225 
0.24518394;40.56723762;0.01034610;-0.01115079;1.47207141;-0.00025840;-0.00074300;0.00195369 
0.24994755;40.81718516;0.01033788;-0.01118037;1.47211695;-0.00077133;-0.00038729;0.00185594 
0.25211811;41.06930327;0.01034337;-0.01114925;1.47212410;-0.00013905;-0.00090805;0.00180703 
0.25271678;41.32202005;0.01038179;-0.01115818;1.47210848;-0.00049009;-0.00114893;0.00264748 
0.25024962;41.57226968;0.01040215;-0.01106258;1.47212529;0.00030629;-0.00044503;-0.00043312 
0.25009274;41.82236242;0.01035000;-0.01105153;1.47220278;-0.00119350;-0.00037801;0.00231916 
0.24944425;42.07180667;0.01032647;-0.01105887;1.47208929;-0.00041457;-0.00130582;0.00156220 
0.24535155;42.31715822;0.01030878;-0.01105729;1.47214973;0.00058402;-0.00062728;-0.00000621 
0.25508571;42.57224393;0.01032523;-0.01101989;1.47213781;0.00005073;0.00000305;0.00383742 
0.24995828;42.82220221;0.01035570;-0.01105429;1.47207165;0.00016503;-0.00061900;0.00054434 
0.24522519;43.06742740;0.01029029;-0.01104678;1.47209442;-0.00067493;-0.00177311;0.00273032 
0.25463295;43.32206035;0.01031038;-0.01101840;1.47195768;-0.00013933;-0.00080856;0.00068265 
0.24496365;43.56702399;0.01032241;-0.01100963;1.47199607;-0.00009213;-0.00045723;0.00174452 
0.25451422;43.82153821;0.01037327;-0.01096335;1.47193241;-0.00096024;-0.00043880;0.00163443 
0.25044751;44.07198572;0.01038000;-0.01091858;1.47191250;0.00026874;-0.00138283;0.00124864 
0.24511385;44.31709957;0.01034485;-0.01083473;1.47187257;0.00008261;-0.00116383;0.00162555 
0.25490260;44.57200217;0.01033008;-0.01081492;1.47189856;0.00030490;-0.00092568;0.00202026 
0.24497056;44.81697273;0.01034668;-0.01084908;1.47187960;0.00020224;-0.00131634;0.00257069 
0.25030446;45.06727719;0.01032846;-0.01084151;1.47184551;-0.00096810;-0.00029948;0.00121317 
0.24970818;45.31698537;0.01035263;-0.01080280;1.47187006;0.00000015;-0.00101982;0.00344374 
0.25489759;45.57188296;0.01037411;-0.01078429;1.47180164;-0.00048301;0.00032640;0.00087955 
0.25005174;45.82193470;0.01041835;-0.01081831;1.47181737;0.00023387;-0.00076636;0.00332627 
0.24996567;46.07190037;0.01051199;-0.01081016;1.47172952;0.00008330;-0.00108676;0.00181046 
0.25034261;46.32224298;0.01047592;-0.01076662;1.47177327;0.00073190;-0.00160082;0.00166106 
0.24666095;46.56890392;0.01046527;-0.01077361;1.47172141;0.00018167;-0.00033344;0.00254613 
0.25327802;46.82218194;0.01052523;-0.01079943;1.47166848;0.00024482;-0.00101196;-0.00034718 
0.24942303;47.07160497;0.01045800;-0.01081391;1.47177017;0.00031414;-0.00150799;0.00360927 
0.24509740;47.31670237;0.01041905;-0.01082480;1.47170174;-0.00009373;-0.00121343;0.00393955 
0.25509739;47.57179976;0.01044860;-0.01081052;1.47170281;0.00037657;-0.00090847;-0.00126191 
0.24486661;47.81666636;0.01051629;-0.01080364;1.47179818;0.00001322;-0.00058441;0.00328977 
0.25004792;48.06671429;0.01050027;-0.01074576;1.47180223;0.00014273;-0.00094623;0.00072088 
0.25223947;48.31895375;0.01050118;-0.01082421;1.47187936;-0.00098053;-0.00084037;0.00649710 
0.24767709;48.56663084;0.01051151;-0.01076184;1.47177637;0.00102613;-0.00210516;0.00512883 
0.25502801;48.82165885;0.01051300;-0.01077044;1.47175717;-0.00036282;-0.00080316;-0.00025594 
0.24489522;49.06655407;0.01055495;-0.01072950;1.47179782;-0.00035851;0.00022753;0.00004451 
0.25510573;49.32165980;0.01052583;-0.01069095;1.47188103;-0.00009409;-0.00022263;0.00217395 
0.24865699;49.57031679;0.01053059;-0.01070346;1.47183704;0.00009272;-0.00015348;0.00213669 
0.24633336;49.81665015;0.01050915;-0.01072226;1.47186494;-0.00052579;-0.00092154;0.00191418 
0.25494671;50.07159686;0.01052492;-0.01068053;1.47185516;-0.00064053;-0.00035080;0.00167737 
0.55526853;50.62686539;0.01050465;-0.01066926;1.47183764;0.00029594;-0.00031130;0.00110191 
0.63770366;51.26456904;0.01050184;-0.01069759;1.47179818;-0.00035712;-0.00071076;0.00148959 
0.60662103;51.87119007;0.01055906;-0.01065528;1.47171760;0.00047818;-0.00035369;0.00195281 
0.62628102;52.49747109;0.01063960;-0.01068158;1.47167933;0.00008938;-0.00087437;0.00180499 
0.62658525;53.12405634;0.01066341;-0.01073124;1.47162020;-0.00006834;-0.00091063;0.00297604 
0.65147352;53.77552986;0.01070062;-0.01074252;1.47152662;-0.00025328;-0.00092395;0.00155610 
0.59659743;54.37212729;0.01069397;-0.01071198;1.47143090;-0.00006209;-0.00105772;0.00148093 
0.72083950;55.09296679;0.01071026;-0.01068202;1.47133541;-0.00071632;-0.00015720;0.00208344 
0.59428549;55.68725228;0.01071569;-0.01073362;1.47124195;-0.00006992;0.00010852;0.00264721 
0.01662898;55.70388126;0.01071541;-0.01069721;1.47113800;0.00049138;-0.00032902;0.00028176 
0.29231143;55.99619269;0.01067397;-0.01070443;1.47114193;-0.00036562;-0.00071722;0.00129773 
0.30629468;56.30248737;0.01068016;-0.01067840;1.47110271;-0.00121701;-0.00015564;0.00238674 
0.38230181;56.68478918;0.01068420;-0.01067123;1.47102094;-0.00077715;-0.00068657;0.00282685 
0.42696571;57.11175489;0.01074846;-0.01066603;1.47094965;0.00051730;-0.00059093;0.00194773 
0.38209915;57.49385405;0.01072181;-0.01062651;1.47088552;-0.00041149;-0.00040673;0.00118239 
0.37023091;57.86408496;0.01073440;-0.01068032;1.47082150;-0.00067869;-0.00024950;0.00175779 
0.38028646;58.24437141;0.01076609;-0.01068050;1.47076154;0.00050115;-0.00038700;0.00120049 
0.41123033;58.65560174;0.01075675;-0.01071174;1.47075951;-0.00036689;-0.00055786;0.00139417 
0.34999847;59.00560021;0.01072162;-0.01077704;1.47067189;0.00003479;-0.00051072;0.00235174 
0.34996152;59.35556173;0.01067808;-0.01085388;1.47061443;-0.00049394;-0.00071060;0.00134197 
0.33463883;59.69020057;0.01065351;-0.01088193;1.47059417;-0.00026798;-0.00108660;0.00205871 
0.46709561;60.15729618;0.01058702;-0.01093392;1.47050416;0.00078513;-0.00116637;0.00144514 
0.37778211;60.53507829;0.01054698;-0.01096572;1.47041512;0.00015902;-0.00056995;0.00163015 
0.60427117;61.13934946;0.01053558;-0.01100650;1.47034466;0.00033639;-0.00160667;0.00159613 
0.66080856;61.80015802;0.01050280;-0.01105264;1.47037697;-0.00013574;-0.00137455;0.00135956 
0.57463121;62.37478924;0.01047256;-0.01109937;1.47040582;0.00000846;-0.00102683;0.00174295 
0.82848835;63.20327759;0.01044939;-0.01110620;1.47047257;0.00080438;-0.00045328;0.00120262 
0.58898830;63.79226589;0.01042357;-0.01114722;1.47053730;0.00016592;-0.00062876;0.00251263 
0.42707157;64.21933746;0.01036348;-0.01117313;1.47055674;-0.00023385;-0.00092586;0.00092505 
0.49648452;64.71582198;0.01036660;-0.01124067;1.47063422;0.00011879;-0.00115032;0.00139082 
0.44668913;65.16251111;0.01038789;-0.01127851;1.47065628;-0.00040743;-0.00110085;0.00184416 
0.40116262;65.56367373;0.01038662;-0.01132459;1.47066271;-0.00051959;-0.00037737;0.00075360 
0.41117334;65.97484708;0.01034967;-0.01131578;1.47071636;-0.00032475;-0.00064495;0.00139862 
0.39691019;66.37175727;0.01032705;-0.01133258;1.47074163;0.00008134;-0.00088347;0.00126840 
0.40130568;66.77306294;0.01026631;-0.01133977;1.47080731;-0.00071240;-0.00057671;0.00234773 
0.43163037;67.20469332;0.01028256;-0.01133957;1.47083616;0.00034359;-0.00052878;0.00224712 
0.41132092;67.61601424;0.01024976;-0.01132009;1.47086716;-0.00016866;-0.00111388;0.00161958 
0.42670488;68.04271913;0.01026899;-0.01137339;1.47085381;-0.00089666;-0.00119494;0.00169085 
0.31964707;68.36236620;0.01024683;-0.01132467;1.47088718;-0.00011341;-0.00075684;0.00238847 
0.33499789;68.69736409;0.01022430;-0.01135759;1.47091222;-0.00039910;-0.00108910;0.00152687 
0.36010981;69.05747390;0.01024697;-0.01131883;1.47097933;0.00039285;-0.00042126;0.00093560 
0.37246275;69.42993665;0.01024019;-0.01135740;1.47100723;0.00114880;-0.00101204;0.00189415 
0.34529448;69.77523112;0.01024225;-0.01127645;1.47098863;0.00005839;-0.00067203;0.00149589 
0.38049555;70.15572667;0.01026732;-0.01124445;1.47107434;-0.00067231;-0.00029943;0.00228759 
0.35507345;70.51080012;0.01031873;-0.01123273;1.47107339;0.00007367;-0.00141641;0.00188395 
0.39586186;70.90666199;0.01033558;-0.01124720;1.47109580;-0.00020743;-0.00049441;0.00142397 
0.37029314;71.27695513;0.01036697;-0.01126181;1.47109461;0.00027057;-0.00068432;0.00158027 
0.31954169;71.59649682;0.01033667;-0.01125187;1.47110593;-0.00026573;-0.00009348;0.00080554 
0.31520271;71.91169953;0.01034139;-0.01122388;1.47111702;-0.00031283;-0.00092978;0.00237752 
0.33525395;72.24695349;0.01041840;-0.01122016;1.47118402;-0.00033191;-0.00042649;0.00223730 
0.33052754;72.57748103;0.01040902;-0.01122272;1.47118580;-0.00016479;-0.00034876;0.00117179 
0.40655518;72.98403621;0.01039357;-0.01124253;1.47124767;-0.00027309;-0.00115328;0.00171871 
0.40114117;73.38517737;0.01041255;-0.01128470;1.47121561;-0.00001465;-0.00105464;0.00154648 
0.42727542;73.81245279;0.01035466;-0.01127612;1.47121286;-0.00020094;-0.00112121;0.00137469 
0.39627361;74.20872641;0.01039389;-0.01126130;1.47118616;-0.00022989;-0.00040342;0.00228200 
0.39601970;74.60474610;0.01039999;-0.01127254;1.47120702;-0.00001583;-0.00062322;0.00175532 
0.43729520;75.04204130;0.01049054;-0.01118230;1.47111249;-0.00025164;-0.00106468;0.00123547 
0.43897724;75.48101854;0.01047114;-0.01113058;1.47109723;0.00000877;-0.00052833;0.00195248 
0.38633323;75.86735177;0.01054974;-0.01111829;1.47108746;-0.00011220;-0.00093673;0.00196399 
0.41133571;76.27868748;0.01023540;-0.01096770;1.47126091;-0.00430024;0.00228147;0.00623061 
0.40113044;76.67981791;0.01025608;-0.01092716;1.47130632;0.00107688;-0.00178421;0.00573452 
0.42712116;77.10693908;0.01077392;-0.01112358;1.47112799;0.00180446;-0.00039045;-0.00426961 
0.42655635;77.53349543;0.01075425;-0.01111664;1.47125494;-0.00085160;-0.00292679;0.00818016 
0.39124370;77.92473912;0.01054464;-0.01089713;1.47145593;0.00017683;-0.00080029;0.00477103 
0.35003471;78.27477384;0.01050582;-0.01088721;1.47141278;-0.00106645;-0.00011777;0.00643730 
0.33521748;78.60999131;0.01031160;-0.01080764;1.47149038;-0.00010700;-0.00097471;0.00378433 
0.41642308;79.02641439;0.01018799;-0.01070795;1.47165227;-0.00030963;-0.00167076;0.00371596 
