deltaTime(s);Time(s);Roll(rad);Pitch(rad);Yaw(rad);RollSpeed(rad/s);PitchSpeed(rad/s);YawSpeed(rad/s) 
0.25142622;5.98539138;-0.00355449;0.01201723;-0.09111430;0.00011219;-0.00036480;-0.00103417 
0.26326823;6.24865961;-0.00352243;0.01207965;-0.09103589;0.00092419;0.00028244;0.00000570 
0.23508978;6.48374939;-0.00346031;0.01208158;-0.09097002;-0.00001184;0.00102675;0.00010729 
0.24977303;6.73352242;-0.00348072;0.01207279;-0.09102704;-0.00074236;0.00045576;-0.00034368 
0.25380421;6.98732662;-0.00349818;0.01204674;-0.09102311;0.00039464;-0.00001183;-0.00060061 
0.24977875;7.23710537;-0.00345446;0.01211024;-0.09092534;-0.00066561;0.00060458;0.00035413 
0.29062605;7.52773142;-0.00341821;0.01209473;-0.09085607;0.00021950;-0.00019801;0.00083891 
0.31654668;7.84427810;-0.00343821;0.01209149;-0.09081496;-0.00091563;-0.00037189;-0.00049097 
0.32117009;8.16544819;-0.00348372;0.01209894;-0.09070206;-0.00034238;0.00071710;-0.00052548 
0.31110191;8.47655010;-0.00343582;0.01204848;-0.09065321;0.00002316;0.00028811;0.00082107 
0.31730151;8.79385161;-0.00344290;0.01206932;-0.09057643;0.00006619;-0.00031056;-0.00050524 
0.24600768;9.03985929;-0.00347140;0.01206975;-0.09050800;-0.00016833;-0.00022514;0.00228281 
0.24084926;9.28070855;-0.00346401;0.01207021;-0.09045961;-0.00050718;0.00018878;-0.00067577 
0.13826227;9.41897082;-0.00348172;0.01207951;-0.09034960;0.00007414;-0.00134685;-0.00087415 
0.12742066;9.54639149;-0.00348193;0.01204539;-0.09031270;0.00255890;0.00066190;-0.00027548 
0.18887043;9.73526192;-0.00348912;0.01205138;-0.09029524;0.00011626;0.00021673;0.00004240 
0.25852275;9.99378467;-0.00341247;0.01203242;-0.09024753;-0.00001553;-0.00206701;-0.00213578 
0.23812866;10.23191333;-0.00341281;0.01213652;-0.09018536;-0.00003314;0.00068650;0.00104716 
0.25506878;10.48698211;-0.00338326;0.01210767;-0.09009583;-0.00105177;0.00010816;0.00030304 
0.25684118;10.74382329;-0.00332715;0.01201330;-0.09006078;0.00028106;-0.00174209;-0.00047754 
0.25487566;10.99869895;-0.00326172;0.01204470;-0.09002600;-0.00067407;0.00019402;-0.00085473 
0.23909307;11.23779202;-0.00320774;0.01197700;-0.08994395;0.00026245;-0.00218769;-0.00072132 
0.25002718;11.48781919;-0.00316125;0.01203541;-0.08983594;-0.00150442;0.00022192;-0.00129550 
0.38732290;11.87514210;-0.00309412;0.01206254;-0.08990476;0.00100850;0.00390402;0.00341373 
0.33663273;12.21177483;-0.00305471;0.01199948;-0.08981948;0.00117371;-0.00317179;0.00158165 
0.40789509;12.61966991;-0.00306280;0.01195423;-0.08978441;0.00133504;-0.00135195;0.00025679 
0.24680519;12.86647511;-0.00309011;0.01200403;-0.08980799;0.00088800;0.00098148;0.00227596 
0.23050117;13.09697628;-0.00311348;0.01200003;-0.08981400;-0.00043829;0.00133141;0.00107575 
0.22531796;13.32229424;-0.00312571;0.01198904;-0.08976158;0.00035598;-0.00069379;-0.00001720 
0.29114461;13.61343884;-0.00314838;0.01196128;-0.08972030;-0.00006097;0.00014511;0.00014332 
0.33748364;13.95092249;-0.00319079;0.01189304;-0.08974370;-0.00131433;-0.00117648;-0.00013006 
0.08207726;14.03299975;-0.00325104;0.01192707;-0.08972264;-0.00095057;0.00116374;0.00006019 
0.12225533;14.15525508;-0.00328861;0.01190640;-0.08963466;0.00053470;0.00072873;-0.00002259 
0.09170914;14.24696422;-0.00324948;0.01195892;-0.08955668;-0.00009762;0.00085112;0.00042816 
0.25944591;14.50641012;-0.00333156;0.01187221;-0.08953942;-0.00082088;-0.00417406;-0.00533746 
0.23718333;14.74359345;-0.00329608;0.01191740;-0.08948549;0.00032409;-0.00148718;0.00130058 
0.25154996;14.99514341;-0.00332728;0.01195271;-0.08949582;-0.00011286;-0.00021897;0.00186394 
0.25873446;15.25387788;-0.00336893;0.01194294;-0.08942940;0.00111048;-0.00019760;0.00117032 
0.29016471;15.54404259;-0.00339485;0.01198208;-0.08941434;0.00101293;-0.00044669;0.00004840 
0.37319064;15.91723323;-0.00343439;0.01196578;-0.08940214;0.00143512;0.00052084;0.00282922 
0.38764215;16.30487537;-0.00339436;0.01195240;-0.08945303;-0.00042339;-0.00115564;-0.00577584 
0.40001273;16.70488811;-0.00342469;0.01187899;-0.08939228;-0.00110193;0.00087115;-0.00485498 
0.35251117;17.05739927;-0.00335290;0.01202415;-0.08928072;0.00089749;0.00273589;0.00449629 
0.27761889;17.33501816;-0.00333982;0.01203791;-0.08929791;-0.00050403;-0.00048670;0.00064177 
0.09249783;17.42751598;-0.00326002;0.01205619;-0.08932525;0.00213554;0.00014658;-0.00138922 
0.53261948;17.96013546;-0.00320401;0.01203625;-0.08929597;-0.00037519;0.00109938;0.00161925 
0.36934996;18.32948542;-0.00325243;0.01196939;-0.08929794;-0.00102464;-0.00282842;-0.00186490 
0.42869139;18.75817680;-0.00326676;0.01203181;-0.08922670;-0.00059660;0.00092939;0.00084827 
0.37301421;19.13119102;-0.00329400;0.01205393;-0.08916623;0.00052062;0.00016221;-0.00076129 
0.31624365;19.44743466;-0.00332039;0.01209474;-0.08906481;-0.00042646;0.00073066;0.00009364 
0.44585395;19.89328861;-0.00331612;0.01207455;-0.08902273;-0.00092455;-0.00015883;0.00006978 
0.32216549;20.21545410;-0.00331978;0.01208316;-0.08896361;0.00060622;0.00268034;0.00490482 
0.33264995;20.54810405;-0.00335031;0.01203930;-0.08901622;-0.00004443;-0.00078599;-0.00004546 
0.36915326;20.91725731;-0.00338517;0.01197967;-0.08900128;0.00038061;-0.00089564;-0.00253929 
0.55470014;21.47195745;-0.00343619;0.01198872;-0.08896642;0.00046619;0.00068558;0.00002044 
0.45335770;21.92531514;-0.00346449;0.01203186;-0.08887830;0.00028660;-0.00014118;-0.00053608 
0.53181767;22.45713282;-0.00335859;0.01205266;-0.08875761;0.00040156;-0.00146429;0.00097827 
0.55506635;23.01219916;-0.00335251;0.01203007;-0.08870511;-0.00060832;-0.00037972;0.00297676 
0.56650162;23.57870078;-0.00342555;0.01195872;-0.08873597;0.00021530;-0.00026575;-0.00246482 
0.36232018;23.94102097;-0.00332755;0.01198922;-0.08861791;0.00035752;0.00167557;0.00004855 
0.38715768;24.32817864;-0.00329087;0.01196521;-0.08856992;0.00049502;0.00131196;0.00000456 
0.38326383;24.71144247;-0.00331245;0.01193974;-0.08843938;-0.00227277;0.00124891;-0.00163505 
0.36229563;25.07373810;-0.00329549;0.01189215;-0.08832955;0.00019070;0.00154640;0.00017014 
0.42838764;25.50212574;-0.00335410;0.01180431;-0.08831071;-0.00040401;-0.00098682;-0.00110353 
